Highlight,Unnamed: 1,In Stathead
"Career high, Points",48.0,View full stats from top 20 games
"Career high, Rebounds",17.0,View full stats from top 20 games
"Career high, Assists",12.0,View full stats from top 20 games
"Career high, Steals",8.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",43.4,View full stats from top 20 games
Triple-Doubles,4.0,View all
