Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2012-13,21,OKC,NBA,SF,1,0,5,0,1,0.0,0,0,,0,1,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,
2013-14,22,OKC,NBA,PF,11,0,55,7,18,0.389,3,10,0.3,4,8,0.5,0.472,0,0,3,6,9,1,0,1,1,9,17,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,12,0,60,7,19,0.368,3,10,0.3,4,9,0.444,0.447,0,0,3,7,10,1,0,1,1,9,17,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,410,48,130,0.368,21,68,0.3,27,62,0.444,0.447,0,0,21,48,68,7,0,7,7,62,116,0,
