0
2016-17 NBA 13.2 (17th)
2018-19 NBA 13.1 (8th)
2019-20 NBA 12.6 (10th)
2020-21 NBA 13.7 (9th)
2021-22 NBA 13.9 (7th)
2023-24 NBA 13.0 (14th)
2024-25 NBA 11.6 (18th)
2025-26 NBA 13.7 (6th)
Active 12.5 (9th)
Career NBA Playoffs 14.3 (98th)
