Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2012-13,23,IND,NBA,SG,51,0,619,72,180,.400,36,94,.383,36,86,.419,.500,23,32,.719,20,90,110,47,11,9,29,51,203,0,
2013-14,24,2TM,NBA,SG,45,0,392,36,113,.319,9,47,.191,27,66,.409,.358,19,26,.731,9,46,55,20,6,2,15,26,100,0,
2013-14,24,IND,NBA,SG,38,0,342,33,96,.344,8,41,.195,25,55,.455,.385,17,22,.773,7,44,51,16,6,1,14,23,91,0,
2013-14,24,SAC,NBA,SG,7,0,50,3,17,.176,1,6,.167,2,11,.182,.206,2,4,.500,2,2,4,4,0,1,1,3,9,0,
2014-15,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2015-16,26,2TM,NBA,SG,7,1,101,9,34,.265,2,10,.200,7,24,.292,.294,6,8,.750,4,11,15,2,3,3,4,9,26,0,
2015-16,26,PHO,NBA,SG,2,0,47,5,17,.294,1,5,.200,4,12,.333,.324,5,6,.833,3,6,9,0,2,3,1,5,16,0,
2015-16,26,NOP,NBA,SG,5,1,54,4,17,.235,1,5,.200,3,12,.250,.265,1,2,.500,1,5,6,2,1,0,3,4,10,0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,103,1,1112,117,327,.358,47,151,.311,70,176,.398,.430,48,66,.727,33,147,180,69,20,14,48,86,329,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,1,885,93,260,.358,37,120,.311,56,140,.398,.430,38,53,.727,26,117,143,55,16,11,38,68,262,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,89,0,961,105,276,.380,44,135,.326,61,141,.433,.460,40,54,.741,27,134,161,63,17,10,43,74,294,0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,7,0,50,3,17,.176,1,6,.167,2,11,.182,.206,2,4,.500,2,2,4,4,0,1,1,3,9,0,
NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),NOP (1 Yr),,5,1,54,4,17,.235,1,5,.200,3,12,.250,.265,1,2,.500,1,5,6,2,1,0,3,4,10,0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,2,0,47,5,17,.294,1,5,.200,4,12,.333,.324,5,6,.833,3,6,9,0,2,3,1,5,16,0,
