"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2007-08,18.0,PITT,37,963,168,313,0,0,93,149,144,337,35,62,41,71,109,429,0.537,,0.624,26.0,11.6,9.1,0.9
2008-09,19.0,PITT,35,955,226,381,0,0,98,162,195,432,42,54,34,44,95,550,0.593,,0.605,27.3,15.7,12.3,1.2
Career,,,72,1918,394,694,0,0,191,311,339,769,77,116,75,115,204,979,0.568,,0.614,26.6,13.6,10.7,1.1
