"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 22_level_0', 'Awards')"
2009-10,20,SAS,NBA,PF,10.0,0.0,91.0,0.5,0.5,0.5,0.556,0.514,0.281,0.0,108.0,102.0,100.0,73.0,95.0,94.0,0.0,
2010-11,21,SAS,NBA,PF,4.0,0.0,50.0,0.333,0.333,0.333,0.6,0.366,0.238,0.0,73.0,68.0,67.0,79.0,68.0,79.0,0.0,
2011-12,22,SAS,NBA,PF,10.0,0.0,76.0,0.63,0.63,0.63,0.5,0.624,0.222,0.0,141.0,132.0,129.0,66.0,118.0,81.0,0.0,
2012-13,23,SAS,NBA,PF,12.0,0.0,76.0,0.618,0.618,0.618,0.556,0.619,0.265,0.0,136.0,128.0,124.0,74.0,116.0,98.0,0.0,
2013-14,24,DAL,NBA,PF,6.0,0.0,81.0,0.593,0.593,0.593,0.615,0.611,0.481,0.0,130.0,122.0,118.0,81.0,113.0,169.0,0.0,
5 Yrs,5 Yrs,5 Yrs,5 Yrs,,42.0,0.0,374.0,0.546,0.546,0.546,0.571,0.558,0.298,0.0,120.0,113.0,110.0,76.0,104.0,105.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,
SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),,36.0,0.0,293.0,0.535,0.535,0.535,0.552,0.544,0.254,0.0,117.0,111.0,108.0,73.0,102.0,89.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,6.0,0.0,81.0,0.593,0.593,0.593,0.615,0.611,0.481,0.0,130.0,122.0,118.0,81.0,113.0,169.0,0.0,
