Season,Age,Team,Lg,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards
2021-22,21,CHO,NBA,SG,31,0,304,10.1,0.459,0.348,0.22,7.6,10.6,9.1,11.9,1.1,0.3,8.8,23.7,-0.1,0.1,0.0,0.001,-3.4,-3.7,-7.1,-0.4,
2022-23,22,CHO,NBA,SG,34,0,515,6.2,0.463,0.565,0.155,1.6,13.5,7.5,11.1,1.3,0.8,13.4,19.5,-0.8,0.4,-0.4,-0.04,-5.4,-1.1,-6.5,-0.6,
2023-24,23,CHO,NBA,SG,14,0,81,15.9,0.597,0.732,0.049,1.3,11.4,6.2,12.2,0.6,1.2,4.6,23.9,0.1,0.0,0.1,0.062,4.4,-2.2,2.2,0.1,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,79,0,900,8.4,0.476,0.501,0.168,3.6,12.3,7.9,11.4,1.2,0.7,10.8,21.3,-0.9,0.5,-0.3,-0.017,-3.8,-2.0,-5.9,-0.9,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,934,8.4,0.476,0.501,0.168,3.6,12.3,7.9,11.4,1.2,0.7,10.8,21.3,-0.9,0.6,-0.3,-0.017,-3.8,-2.0,-5.9,-0.9,
