Highlight,Unnamed: 1,In Stathead
"Career high, Points",40.0,View full stats from top 20 games
"Career high, Rebounds",16.0,View full stats from top 20 games
"Career high, Assists",12.0,View full stats from top 20 games
"Career high, Steals",7.0,View full stats from top 20 games
"Career high, Blocks",2.0,View full stats from top 20 games
"Career high, Game Score",34.1,View full stats from top 20 games
Triple-Doubles,3.0,View all
