Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2006-07,26.0,WAS,NBA,SF,1.0,0.0,15:38,1.0,7.0,0.143,0.0,0.0,,0.0,0.0,,3.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0
2007-08,27.0,WAS,NBA,SF,,,,,,,,,,,,,,,,,,,,
Career,,,NBA,,1.0,0.0,16,1.0,7.0,,0.0,0.0,,0.0,0.0,,3.0,4.0,1.0,0.0,0.0,1.0,0.0,2.0
