Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2024-25,23,DET,NBA,C,1,0,19,1,2,0.5,0,0,1,2,0.5,0.5,0,0,1,4,5,1,0,2,0,5,2,0,
1 Yr,1 Yr,1 Yr,1 Yr,,1,0,19,1,2,0.5,0,0,1,2,0.5,0.5,0,0,1,4,5,1,0,2,0,5,2,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,0,1558,82,164,0.5,0,0,82,164,0.5,0.5,0,0,82,328,410,82,0,164,0,410,164,0,
