Season,Team,Lg,Salary
2014-15,Memphis Grizzlies,NBA,"$725,000"
2015-16,New Orleans Pelicans,NBA,"$845,059"
2016-17,Denver Nuggets,NBA,"$150,000"
Career,(may be incomplete),,"$1,720,059"
