Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2014-15,21,MEM,NBA,PF,19.0,2.0,126.0,8.7,15.3,0.568,0.0,0.0,8.7,15.3,0.568,0.568,6.2,11.6,0.536,6.6,7.5,14.1,1.7,2.1,2.1,2.9,10.4,23.6,114.0,100.0,
2015-16,22,2TM,NBA,C,7.0,0.0,18.0,8.6,14.3,0.6,0.0,0.0,8.6,14.3,0.6,0.6,2.9,5.7,0.5,2.9,8.6,11.4,2.9,2.9,0.0,0.0,2.9,20.0,131.0,103.0,
2015-16,22,MEM,NBA,C,2.0,0.0,4.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,12.9,12.9,25.7,0.0,0.0,0.0,0.0,0.0,0.0,214.0,109.0,
2015-16,22,MIA,NBA,C,5.0,0.0,14.0,11.0,18.3,0.6,0.0,0.0,11.0,18.3,0.6,0.6,3.7,7.3,0.5,0.0,7.3,7.3,3.7,3.7,0.0,0.0,3.7,25.6,126.0,101.0,
2016-17,23,DEN,NBA,C,2.0,0.0,7.0,7.0,7.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,7.0,14.0,0.5,7.0,7.0,14.0,14.0,7.0,0.0,0.0,20.9,20.9,183.0,101.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,28.0,2.0,151.0,8.6,14.8,0.581,0.0,0.0,8.6,14.8,0.581,0.581,5.8,11.0,0.531,6.2,7.6,13.8,2.4,2.4,1.7,2.4,10.0,23.0,118.0,100.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,21.0,2.0,130.0,8.4,14.9,0.568,0.0,0.0,8.4,14.9,0.568,0.568,6.0,11.2,0.536,6.8,7.6,14.4,1.6,2.0,2.0,2.8,10.0,22.9,114.0,100.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,5.0,0.0,14.0,11.0,18.3,0.6,0.0,0.0,11.0,18.3,0.6,0.6,3.7,7.3,0.5,0.0,7.3,7.3,3.7,3.7,0.0,0.0,3.7,25.6,126.0,101.0,
DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),DEN (1 Yr),,2.0,0.0,7.0,7.0,7.0,1.0,0.0,0.0,7.0,7.0,1.0,1.0,7.0,14.0,0.5,7.0,7.0,14.0,14.0,7.0,0.0,0.0,20.9,20.9,183.0,101.0,
