Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2013-14,22,CHI,NBA,SG,5.0,0.0,9.2,0.4,1.8,0.222,0.0,1.0,0.0,0.4,0.8,0.5,0.222,0.0,0.0,,0.0,1.2,1.2,0.4,0.2,0.2,0.2,1.0,0.8,
2014-15,23,CHI,NBA,SF,11.0,0.0,12.7,1.4,4.0,0.341,0.8,2.5,0.333,0.5,1.5,0.353,0.443,0.4,0.4,1.0,0.1,1.5,1.5,0.5,0.0,0.3,0.5,1.2,3.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,25,MIL,NBA,SG,6.0,6.0,30.8,3.7,7.3,0.5,2.7,5.2,0.516,1.0,2.2,0.462,0.682,0.0,0.0,,0.3,2.0,2.3,1.5,0.2,0.2,0.3,2.8,10.0,
2017-18,26,MIL,NBA,SG,7.0,2.0,19.1,1.0,3.4,0.292,0.7,3.0,0.238,0.3,0.4,0.667,0.396,0.0,0.0,,0.1,1.7,1.9,0.6,0.4,0.6,0.4,1.4,2.7,
2018-19,27,MIL,NBA,SF,9.0,0.0,3.1,0.2,0.7,0.333,0.1,0.2,0.5,0.1,0.4,0.25,0.417,0.0,0.0,,0.2,0.1,0.3,0.0,0.1,0.1,0.1,0.3,0.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-21,29,ATL,NBA,SG,9.0,0.0,7.3,0.2,1.8,0.125,0.1,1.2,0.091,0.1,0.6,0.2,0.156,0.0,0.0,,0.0,0.6,0.6,0.2,0.2,0.1,0.4,0.6,0.6,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,8.0,12.7,1.1,3.0,0.35,0.7,2.1,0.33,0.4,1.0,0.391,0.462,0.1,0.1,1.0,0.1,1.1,1.2,0.5,0.2,0.2,0.3,1.1,2.9,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),MIL (3 Yrs),,22.0,8.0,15.8,1.4,3.4,0.419,1.0,2.5,0.407,0.4,0.9,0.45,0.568,0.0,0.0,,0.2,1.1,1.4,0.6,0.2,0.3,0.3,1.4,3.8,
CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),CHI (2 Yrs),,16.0,0.0,11.6,1.1,3.3,0.321,0.6,2.0,0.281,0.5,1.3,0.381,0.406,0.3,0.3,1.0,0.1,1.4,1.4,0.5,0.1,0.3,0.4,1.1,2.9,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,9.0,0.0,7.3,0.2,1.8,0.125,0.1,1.2,0.091,0.1,0.6,0.2,0.156,0.0,0.0,,0.0,0.6,0.6,0.2,0.2,0.1,0.4,0.6,0.6,
