Highlight,Unnamed: 1,In Stathead
"Career high, Points",44.0,View full stats from top 20 games
"Career high, Rebounds",11.0,View full stats from top 20 games
"Career high, Assists",23.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",40.0,View full stats from top 20 games
Triple-Doubles,1.0,View all
