"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2018-19,20,BRK,NBA,EC1,PHI,L (1-4),5.0,22.0,11.0,6.8,2.2,0.6,0.6,19.0,32.0,0.594,0.0,0.0,19.0,32.0,0.594,0.594,17.0,20.0,0.85,15.0,19.0,34.0,11.0,3.0,3.0,8.0,13.0,55.0,
2019-20,22,BRK,NBA,EC1,TOR,L (0-4),4.0,33.0,10.3,14.8,2.3,0.5,1.8,14.0,24.0,0.583,0.0,0.0,14.0,24.0,0.583,0.583,13.0,16.0,0.813,17.0,42.0,59.0,9.0,2.0,7.0,11.0,7.0,41.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-23,24,CLE,NBA,EC1,NYK,L (1-4),5.0,38.2,9.4,7.4,2.4,0.8,1.0,22.0,36.0,0.611,0.0,0.0,22.0,36.0,0.611,0.611,3.0,6.0,0.5,15.0,22.0,37.0,12.0,4.0,5.0,3.0,10.0,47.0,
2023-24,25,CLE,NBA,EC1,ORL,W (4-3),4.0,31.8,17.0,13.8,1.3,1.3,1.0,25.0,37.0,0.676,0.0,0.0,25.0,37.0,0.676,0.676,18.0,26.0,0.692,15.0,40.0,55.0,5.0,5.0,4.0,5.0,8.0,68.0,
2024-25,26,CLE,NBA,EC1,MIA,W (4-0),4.0,28.0,14.3,10.3,1.3,2.5,0.5,21.0,27.0,0.778,0.0,0.0,21.0,27.0,0.778,0.778,15.0,15.0,1.0,13.0,28.0,41.0,5.0,10.0,2.0,5.0,5.0,57.0,
2024-25,27,CLE,NBA,ECS,IND,L (1-4),5.0,29.8,12.8,7.0,1.4,0.6,1.2,23.0,34.0,0.676,0.0,0.0,23.0,34.0,0.676,0.676,18.0,20.0,0.9,8.0,27.0,35.0,7.0,3.0,6.0,12.0,10.0,64.0,
5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),5 Yrs (6 Series),2-4,27.0,30.4,12.3,9.7,1.8,1.0,1.0,124.0,190.0,0.653,0.0,0.0,124.0,190.0,0.653,0.653,84.0,103.0,0.816,83.0,178.0,261.0,49.0,27.0,27.0,44.0,53.0,332.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),EC1 (5 Series),2-3,22.0,30.5,12.2,10.3,1.9,1.1,1.0,101.0,156.0,0.647,0.0,0.0,101.0,156.0,0.647,0.647,66.0,83.0,0.795,75.0,151.0,226.0,42.0,24.0,21.0,32.0,43.0,268.0,
ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),ECS (1 Series),0-1,5.0,29.8,12.8,7.0,1.4,0.6,1.2,23.0,34.0,0.676,0.0,0.0,23.0,34.0,0.676,0.676,18.0,20.0,0.9,8.0,27.0,35.0,7.0,3.0,6.0,12.0,10.0,64.0,
