Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2015-16,21,BOS,NBA,PF,2,0,10,7.2,14.4,0.5,0.0,0.0,7.2,14.4,0.5,0.5,0.0,0.0,3.6,3.6,7.2,7.2,0.0,3.6,0.0,0.0,14.4,
2016-17,22,BOS,NBA,PF,2,0,18,4.0,10.0,0.4,0.0,0.0,4.0,10.0,0.4,0.4,0.0,0.0,0.0,10.0,10.0,0.0,0.0,2.0,2.0,6.0,8.0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,4,0,28,5.1,11.6,0.444,0.0,0.0,5.1,11.6,0.444,0.444,0.0,0.0,1.3,7.7,9.0,2.6,0.0,2.6,1.3,3.9,10.3,
