"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 34_level_0', 'Awards')"
2015-16,21,BOS,NBA,EC1,ATL,L (2-4),2.0,5.0,2.0,1.0,1.0,0.0,0.5,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,
2016-17,22,BOS,NBA,ECF,CLE,L (1-4),2.0,9.0,2.0,2.5,0.0,0.0,0.5,2.0,5.0,0.4,0.0,0.0,2.0,5.0,0.4,0.4,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,3.0,4.0,
2 Yrs (2 Series),2 Yrs (2 Series),2 Yrs (2 Series),2 Yrs (2 Series),2 Yrs (2 Series),2 Yrs (2 Series),0-2,4.0,7.0,2.0,1.8,0.5,0.0,0.5,4.0,9.0,0.444,0.0,0.0,4.0,9.0,0.444,0.444,0.0,0.0,1.0,6.0,7.0,2.0,0.0,2.0,1.0,3.0,8.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),EC1 (1 Series),0-1,2.0,5.0,2.0,1.0,1.0,0.0,0.5,2.0,4.0,0.5,0.0,0.0,2.0,4.0,0.5,0.5,0.0,0.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,4.0,
ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),ECF (1 Series),0-1,2.0,9.0,2.0,2.5,0.0,0.0,0.5,2.0,5.0,0.4,0.0,0.0,2.0,5.0,0.4,0.4,0.0,0.0,0.0,5.0,5.0,0.0,0.0,1.0,1.0,3.0,4.0,
