Season,Team,Lg,Salary
2018-19,Minnesota Timberwolves,NBA,"$838,464"
2019-20,Denver Nuggets,NBA,"$1,416,852"
2020-21,San Antonio Spurs,NBA,< $Minimum
2021-22,San Antonio Spurs,NBA,"$1,729,217"
2022-23,San Antonio Spurs,NBA,"$1,878,720"
2023-24,Brooklyn Nets,NBA,"$2,346,614"
2024-25,Minnesota Timberwolves,NBA,"$2,654,644"
Career,(may be incomplete),,"$10,864,511"
