Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2021-22,22,TOR,NBA,PG,64.0,1.0,696.0,6.0,14.5,0.411,0.9,3.7,0.255,5.0,10.8,0.464,0.443,1.9,3.2,0.591,2.7,6.2,8.9,7.1,2.0,0.7,3.8,4.9,14.7,98.0,111.0,
2022-23,23,TOR,NBA,PG,31.0,2.0,279.0,9.7,23.0,0.423,2.7,9.0,0.294,7.1,14.0,0.506,0.481,3.0,4.3,0.708,1.9,6.0,8.0,6.4,2.3,2.3,3.2,6.0,25.2,105.0,112.0,
2023-24,24,2TM,NBA,PG,54.0,9.0,1047.0,9.5,23.6,0.404,2.8,9.4,0.296,6.7,14.2,0.475,0.463,4.4,5.7,0.783,1.9,6.5,8.4,6.0,1.6,0.9,3.6,3.0,26.3,103.0,117.0,
2023-24,24,BOS,NBA,PG,24.0,1.0,171.0,5.5,14.7,0.373,0.6,4.6,0.125,4.9,10.1,0.486,0.392,4.6,5.8,0.8,3.5,6.6,10.1,5.5,1.4,0.9,2.9,5.8,16.2,106.0,113.0,
2023-24,24,POR,NBA,PG,30.0,8.0,876.0,10.3,25.3,0.408,3.2,10.3,0.311,7.1,15.0,0.474,0.471,4.4,5.6,0.78,1.6,6.4,8.1,6.1,1.6,1.0,3.8,2.5,28.2,103.0,117.0,
2024-25,25,POR,NBA,PG,67.0,7.0,1120.0,8.6,22.0,0.391,3.1,9.6,0.324,5.5,12.4,0.442,0.462,3.9,5.4,0.728,1.3,4.6,5.9,6.9,1.9,1.5,3.7,2.5,24.3,103.0,115.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,216.0,19.0,3142.0,8.4,21.0,0.402,2.5,8.2,0.304,5.9,12.8,0.464,0.461,3.6,4.9,0.728,1.9,5.7,7.6,6.6,1.8,1.2,3.7,3.5,22.9,103.0,114.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),POR (2 Yrs),,97.0,15.0,1996.0,9.3,23.4,0.399,3.2,9.9,0.319,6.2,13.5,0.457,0.466,4.1,5.5,0.751,1.4,5.4,6.8,6.6,1.7,1.3,3.8,2.5,26.0,103.0,116.0,
TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),TOR (2 Yrs),,95.0,3.0,975.0,7.1,17.0,0.416,1.4,5.2,0.275,5.6,11.8,0.478,0.458,2.2,3.5,0.632,2.5,6.1,8.6,6.9,2.1,1.2,3.6,5.2,17.7,100.0,111.0,
BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),BOS (1 Yr),,24.0,1.0,171.0,5.5,14.7,0.373,0.6,4.6,0.125,4.9,10.1,0.486,0.392,4.6,5.8,0.8,3.5,6.6,10.1,5.5,1.4,0.9,2.9,5.8,16.2,106.0,113.0,
