"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 26_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2006-07,22,ATL,NBA,PF,58.0,8.0,666.0,0.508,3.7,0.992,0.734,0.07,0.094,0.094,0.008,0.512,0.596,0.333,0.333,0.167,0.0,0.692,,0.266,32.0,0.0,0.0,0.0,
2007-08,23,ATL,NBA,PF,35.0,0.0,145.0,0.4,5.6,0.933,0.667,0.1,0.067,0.1,0.067,0.429,0.5,0.333,0.0,0.333,0.0,0.583,,0.2,4.0,0.0,0.0,0.0,
2008-09,24,ATL,NBA,C,63.0,0.0,675.0,0.604,4.9,0.982,0.622,0.126,0.144,0.09,0.018,0.606,0.681,0.5,0.375,0.6,0.5,0.667,1.0,0.225,22.0,0.0,0.0,0.0,
2009-10,25,IND,NBA,C,52.0,2.0,675.0,0.443,9.5,0.983,0.318,0.153,0.261,0.25,0.017,0.451,0.589,0.296,0.348,0.477,0.0,0.821,,0.125,19.0,0.0,0.0,0.0,
2010-11,26,IND,NBA,C,39.0,0.0,528.0,0.405,9.0,0.992,0.339,0.223,0.149,0.281,0.008,0.408,0.512,0.444,0.444,0.235,0.0,0.755,,0.14,13.0,0.0,0.0,0.0,
2011-12,27,2TM,NBA,PF,21.0,1.0,292.0,0.393,7.7,1.0,0.361,0.197,0.295,0.148,0.0,0.393,0.455,0.417,0.389,0.222,,0.75,,0.033,2.0,,0.0,0.0,
2011-12,27,LAC,NBA,PF,10.0,0.0,96.0,0.125,6.9,1.0,0.625,0.0,0.25,0.125,0.0,0.125,0.2,,0.0,0.0,,1.0,,0.0,0.0,,0.0,0.0,
2011-12,27,NOH,NBA,C,11.0,1.0,196.0,0.434,8.5,1.0,0.321,0.226,0.302,0.151,0.0,0.434,0.529,0.417,0.438,0.25,,0.739,,0.038,2.0,,0.0,0.0,
2012-13,28,NYK,NBA,PF,2.0,1.0,26.0,0.0,5.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,
2013-14,29,ORL,NBA,PF,11.0,0.0,85.0,0.353,11.5,1.0,0.353,0.0,0.176,0.471,0.0,0.353,0.333,,0.333,0.375,,0.833,,0.059,1.0,,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,281.0,12.0,3092.0,0.467,7.2,0.986,0.478,0.144,0.178,0.186,0.014,0.472,0.581,0.387,0.365,0.358,0.111,0.733,1.0,0.166,93.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,4.0,902.0,0.467,7.2,0.986,0.478,0.144,0.178,0.186,0.014,0.472,0.581,0.387,0.365,0.358,0.111,0.733,1.0,0.166,27.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),ATL (3 Yrs),,156.0,8.0,1486.0,0.535,4.7,0.981,0.68,0.097,0.112,0.093,0.019,0.542,0.617,0.423,0.333,0.36,0.2,0.671,1.0,0.242,58.0,0.0,0.0,0.0,
IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),IND (2 Yrs),,91.0,2.0,1203.0,0.428,9.2,0.987,0.327,0.182,0.215,0.263,0.013,0.433,0.557,0.37,0.375,0.372,0.0,0.795,,0.131,32.0,0.0,0.0,0.0,
NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),NOH (1 Yr),,11.0,1.0,196.0,0.434,8.5,1.0,0.321,0.226,0.302,0.151,0.0,0.434,0.529,0.417,0.438,0.25,,0.739,,0.038,2.0,,0.0,0.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,11.0,0.0,85.0,0.353,11.5,1.0,0.353,0.0,0.176,0.471,0.0,0.353,0.333,,0.333,0.375,,0.833,,0.059,1.0,,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,10.0,0.0,96.0,0.125,6.9,1.0,0.625,0.0,0.25,0.125,0.0,0.125,0.2,,0.0,0.0,,1.0,,0.0,0.0,,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,2.0,1.0,26.0,0.0,5.1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,
