Season,Team,Lg,Salary
2019-20,Philadelphia 76ers,NBA,"$2,582,160"
2020-21,Philadelphia 76ers,NBA,"$2,711,280"
2021-22,Philadelphia 76ers,NBA,"$2,840,160"
2022-23,Portland Trail Blazers,NBA,"$4,379,527"
2023-24,Portland Trail Blazers,NBA,"$10,500,000"
2024-25,Portland Trail Blazers,NBA,"$11,025,000"
Career,(may be incomplete),,"$34,038,127"
