Season,Team,Lg,Salary
2022-23,Oklahoma City Thunder,NBA,"$2,000,000"
2023-24,Oklahoma City Thunder,NBA,"$2,000,000"
2024-25,Oklahoma City Thunder,NBA,"$2,019,699"
Career,(may be incomplete),,"$6,019,699"
