0
2015-16 NBA 7.3 (9th)
2016-17 NBA 8.5 (3rd)
2017-18 NBA 6.3 (12th)
2018-19 NBA 7.0 (14th)
2021-22 NBA 6.6 (19th)
2024-25 NBA 6.9 (14th)
Active 6.7 (12th)
