Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2024-25,20,MIA,NBA,C,4,4,73,5.7,12.9,0.444,2.2,7.9,0.273,3.6,5.0,0.714,0.528,0.0,0.0,2.9,10.8,13.6,2.9,0.7,1.4,1.4,2.2,13.6,111,134,
1 Yr,1 Yr,1 Yr,1 Yr,,4,4,73,5.7,12.9,0.444,2.2,7.9,0.273,3.6,5.0,0.714,0.528,0.0,0.0,2.9,10.8,13.6,2.9,0.7,1.4,1.4,2.2,13.6,111,134,
