"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2010-11,21,WAS,NBA,PF,58.0,1.0,635.0,0.449,4.8,1.0,0.469,0.422,0.075,0.034,0.0,0.449,0.551,0.403,0.273,0.0,,0.485,0.088,12.0,,0.0,0.0,
2011-12,22,WAS,NBA,C,57.0,21.0,1176.0,0.531,6.2,0.997,0.348,0.437,0.17,0.042,0.003,0.533,0.684,0.461,0.446,0.375,0.0,0.616,0.128,48.0,0.0,0.0,0.0,
2012-13,23,WAS,NBA,C,79.0,8.0,1721.0,0.461,9.1,1.0,0.173,0.398,0.281,0.148,0.0,0.461,0.653,0.446,0.378,0.434,,0.664,0.049,33.0,,0.0,0.0,
2013-14,24,WAS,NBA,C,53.0,1.0,578.0,0.505,7.7,1.0,0.273,0.4,0.209,0.118,0.0,0.505,0.683,0.5,0.348,0.385,,0.532,0.055,12.0,,0.0,0.0,
2014-15,25,WAS,NBA,C,79.0,0.0,1235.0,0.513,8.0,0.996,0.238,0.384,0.242,0.131,0.004,0.516,0.701,0.468,0.44,0.458,0.0,0.593,0.062,26.0,0.0,1.0,0.0,
2015-16,26,NYK,NBA,C,48.0,0.0,526.0,0.41,9.2,0.99,0.2,0.337,0.283,0.171,0.01,0.414,0.537,0.435,0.328,0.371,0.0,0.607,0.044,7.0,0.0,1.0,0.0,
2016-17,27,IND,NBA,PF,49.0,3.0,559.0,0.551,8.9,0.99,0.263,0.338,0.192,0.197,0.01,0.556,0.712,0.582,0.342,0.513,0.0,0.661,0.066,11.0,0.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,423.0,34.0,6430.0,0.489,7.7,0.997,0.253,0.393,0.228,0.123,0.003,0.491,0.657,0.464,0.386,0.427,0.0,0.613,0.069,149.0,0.0,2.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,7.0,1246.0,0.489,7.7,0.997,0.253,0.393,0.228,0.123,0.003,0.491,0.657,0.464,0.386,0.427,0.0,0.613,0.069,29.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),WAS (5 Yrs),,326.0,31.0,5345.0,0.491,7.2,0.998,0.257,0.405,0.226,0.111,0.002,0.492,0.661,0.457,0.398,0.42,0.0,0.608,0.072,131.0,0.0,1.0,0.0,
IND (1 Yr),IND (1 Yr),IND (1 Yr),IND (1 Yr),,49.0,3.0,559.0,0.551,8.9,0.99,0.263,0.338,0.192,0.197,0.01,0.556,0.712,0.582,0.342,0.513,0.0,0.661,0.066,11.0,0.0,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,48.0,0.0,526.0,0.41,9.2,0.99,0.2,0.337,0.283,0.171,0.01,0.414,0.537,0.435,0.328,0.371,0.0,0.607,0.044,7.0,0.0,1.0,0.0,
