Season,Team,Lg,Salary
2022-23,Memphis Grizzlies,NBA,"$3,047,640"
2023-24,Memphis Grizzlies,NBA,"$3,199,920"
2024-25,Sacramento Kings,NBA,"$3,352,680"
Career,(may be incomplete),,"$9,600,240"
