Highlight,Unnamed: 1,In Stathead
"Career high, Points",46.0,View full stats from top 20 games
"Career high, Rebounds",13.0,View full stats from top 20 games
"Career high, Assists",18.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",4.0,View full stats from top 20 games
"Career high, Game Score",39.3,View full stats from top 20 games
Triple-Doubles,13.0,View all
