"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'College')","('Unnamed: 3_level_0', 'G')","('Unnamed: 4_level_0', 'MP')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', '3P')","('Totals', '3PA')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'ORB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Shooting', 'FG%')","('Shooting', '3P%')","('Shooting', 'FT%')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')"
2008-09,20.0,MISSOURI,38,547,82,212,41,110,42,58,19,62,42,19,4,39,54,247,0.387,0.373,0.724,14.4,6.5,1.6,1.1
2009-10,21.0,MISSOURI,34,818,156,397,68,184,95,130,29,115,39,45,3,71,58,475,0.393,0.37,0.731,24.1,14.0,3.4,1.1
2010-11,22.0,MISSOURI,34,869,106,290,52,142,77,106,16,105,67,42,11,67,58,341,0.366,0.366,0.726,25.6,10.0,3.1,2.0
2011-12,23.0,MISSOURI,35,1175,171,328,78,170,87,120,30,148,56,45,10,59,83,507,0.521,0.459,0.725,33.6,14.5,4.2,1.6
Career,,,141,3409,515,1227,239,606,301,414,94,430,204,151,28,236,253,1570,0.42,0.394,0.727,24.2,11.1,3.0,1.4
