Season,Team,Lg,Salary
2021-22,Houston Rockets,NBA,"$2,259,240"
2022-23,Houston Rockets,NBA,"$2,372,160"
2023-24,Memphis Grizzlies,NBA,"$2,485,200"
2023-24,Utah Jazz,NBA,(TW)
2024-25,Miami Heat,NBA,(TW)
Career,(may be incomplete),,"$7,116,600"
