"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Unnamed: 24_level_0', 'Awards')"
2009-10,20,OKC,NBA,SG,6.0,0.0,120.0,0.387,0.4,0.375,0.484,0.842,0.584,0.613,0.516,84.0,81.0,106.0,97.0,111.0,108.0,204.0,232.0,
2010-11,21,OKC,NBA,SG,17.0,0.0,537.0,0.475,0.683,0.303,0.558,0.825,0.634,0.576,0.547,104.0,140.0,84.0,112.0,108.0,117.0,192.0,247.0,
2011-12,22,OKC,NBA,SG,20.0,0.0,630.0,0.435,0.449,0.41,0.509,0.857,0.605,0.589,0.364,97.0,94.0,118.0,105.0,114.0,115.0,213.0,161.0,
2012-13,23,HOU,NBA,SG,6.0,6.0,243.0,0.391,0.423,0.341,0.457,0.803,0.548,0.574,0.383,86.0,87.0,95.0,92.0,107.0,103.0,212.0,157.0,
2013-14,24,HOU,NBA,SG,6.0,6.0,263.0,0.376,0.43,0.296,0.436,0.9,0.519,0.376,0.406,83.0,88.0,82.0,87.0,119.0,96.0,132.0,156.0,
2014-15,25,HOU,NBA,SG,17.0,17.0,636.0,0.439,0.471,0.383,0.509,0.916,0.62,0.605,0.364,98.0,97.0,109.0,103.0,122.0,116.0,221.0,136.0,
2015-16,26,HOU,NBA,SG,5.0,5.0,193.0,0.41,0.483,0.31,0.475,0.844,0.555,0.45,0.42,91.0,98.0,88.0,95.0,112.0,103.0,163.0,148.0,
2016-17,27,HOU,NBA,PG,11.0,11.0,407.0,0.413,0.563,0.278,0.486,0.878,0.583,0.528,0.528,90.0,112.0,78.0,95.0,114.0,105.0,195.0,167.0,
2017-18,28,HOU,NBA,SG,17.0,17.0,621.0,0.41,0.502,0.299,0.478,0.887,0.548,0.345,0.452,89.0,98.0,83.0,92.0,116.0,99.0,137.0,134.0,
2018-19,29,HOU,NBA,PG,11.0,11.0,424.0,0.413,0.48,0.35,0.504,0.837,0.567,0.371,0.519,90.0,92.0,99.0,96.0,109.0,101.0,144.0,145.0,
2019-20,30,HOU,NBA,SG,12.0,12.0,448.0,0.478,0.631,0.333,0.564,0.845,0.636,0.509,0.513,104.0,120.0,93.0,107.0,109.0,113.0,196.0,134.0,
2020-21,31,BRK,NBA,PG,9.0,9.0,322.0,0.472,0.643,0.364,0.583,0.903,0.673,0.574,0.611,101.0,121.0,99.0,108.0,116.0,118.0,233.0,156.0,
2021-22,32,PHI,NBA,PG,12.0,12.0,479.0,0.405,0.439,0.368,0.494,0.893,0.584,0.475,0.481,88.0,82.0,104.0,93.0,115.0,103.0,191.0,120.0,
2022-23,33,PHI,NBA,PG,11.0,11.0,427.0,0.393,0.406,0.378,0.478,0.873,0.538,0.301,0.448,83.0,74.0,105.0,88.0,112.0,93.0,113.0,116.0,
2023-24,34,LAC,NBA,PG,6.0,6.0,242.0,0.449,0.524,0.383,0.551,0.906,0.616,0.36,0.528,95.0,96.0,105.0,101.0,116.0,106.0,147.0,134.0,
2024-25,35,LAC,NBA,PG,7.0,7.0,276.0,0.436,0.491,0.364,0.515,0.818,0.567,0.327,0.436,93.0,90.0,101.0,95.0,105.0,98.0,135.0,103.0,
16 Yrs,16 Yrs,16 Yrs,16 Yrs,,173.0,130.0,6268.0,0.425,0.498,0.34,0.504,0.869,0.586,0.465,0.462,92.0,98.0,95.0,98.0,114.0,106.0,175.0,147.0,
,,,,,,,,,,,,,,,,,,,,,,,,
HOU (8 Yrs),HOU (8 Yrs),HOU (8 Yrs),HOU (8 Yrs),,85.0,85.0,3235.0,0.421,0.502,0.324,0.495,0.871,0.578,0.461,0.455,92.0,100.0,91.0,96.0,114.0,105.0,173.0,144.0,
OKC (3 Yrs),OKC (3 Yrs),OKC (3 Yrs),OKC (3 Yrs),,43.0,0.0,1287.0,0.445,0.514,0.359,0.525,0.844,0.614,0.586,0.443,98.0,107.0,102.0,107.0,112.0,115.0,205.0,198.0,
PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),PHI (2 Yrs),,23.0,23.0,906.0,0.399,0.421,0.373,0.485,0.885,0.56,0.381,0.463,85.0,78.0,105.0,90.0,114.0,98.0,149.0,118.0,
LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),LAC (2 Yrs),,13.0,13.0,518.0,0.442,0.505,0.374,0.532,0.862,0.59,0.342,0.479,94.0,93.0,103.0,98.0,110.0,102.0,140.0,118.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,9.0,9.0,322.0,0.472,0.643,0.364,0.583,0.903,0.673,0.574,0.611,101.0,121.0,99.0,108.0,116.0,118.0,233.0,156.0,
