Season,Team,Lg,Salary
2013-14,Charlotte Bobcats,NBA,"$3,857,040"
2014-15,Charlotte Hornets,NBA,"$4,030,560"
2015-16,Charlotte Hornets,NBA,"$4,204,200"
2016-17,Charlotte Hornets,NBA,"$5,318,313"
2017-18,Charlotte Hornets,NBA,"$12,584,270"
2018-19,Charlotte Hornets,NBA,"$13,528,090"
2019-20,Charlotte Hornets,NBA,"$14,471,910"
2020-21,Charlotte Hornets,NBA,"$15,415,730"
2021-22,Portland Trail Blazers,NBA,"$2,389,641"
2022-23,Miami Heat,NBA,"$517,060"
2023-24,New Orleans Pelicans,NBA,"$2,019,706"
2024-25,Houston Rockets,NBA,"$3,500,000"
Career,(may be incomplete),,"$81,836,520"
