Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,20,MIN,NBA,PF,66,15,1418,5.2,12.6,.412,0.9,3.5,.268,4.3,9.1,.467,.449,3.5,5.0,.697,2.0,5.9,7.9,1.0,0.8,0.8,2.0,2.4,14.8,
2012-13,21,MIN,NBA,PF,78,56,1916,6.4,14.8,.430,1.2,3.7,.332,5.1,11.1,.463,.471,3.6,5.1,.706,1.8,6.3,8.1,0.9,0.8,0.7,1.9,2.4,17.5,
2013-14,22,2TM,NBA,PF,78,15,1820,4.1,9.5,.427,0.5,2.0,.263,3.6,7.6,.470,.454,3.7,5.1,.718,1.4,5.0,6.4,1.1,0.9,0.4,1.5,2.3,12.3,
2013-14,22,MIN,NBA,PF,11,0,162,4.2,12.0,.352,0.4,3.3,.133,3.8,8.7,.436,.370,3.1,3.6,.875,0.7,5.1,5.8,0.2,0.9,0.9,1.3,2.0,12.0,
2013-14,22,SAC,NBA,SF,67,15,1658,4.1,9.3,.437,0.5,1.8,.286,3.5,7.5,.474,.465,3.7,5.3,.708,1.5,5.0,6.4,1.2,1.0,0.3,1.5,2.3,12.4,
2014-15,23,SAC,NBA,PF,74,6,1462,5.3,11.9,.447,1.2,3.8,.314,4.1,8.1,.511,.498,3.3,4.8,.684,1.0,4.0,5.0,1.2,0.8,0.1,1.4,1.6,15.2,
2015-16,24,NYK,NBA,SF,80,9,1435,6.4,14.2,.450,1.1,3.8,.293,5.3,10.4,.506,.488,4.9,6.4,.758,1.2,6.2,7.4,1.9,0.7,0.2,1.5,1.7,18.7,
2016-17,25,2TM,NBA,PF,50,11,804,4.8,10.9,.443,1.3,4.3,.309,3.5,6.6,.531,.504,2.6,4.0,.652,0.9,5.0,5.8,1.3,0.6,0.3,1.3,2.7,13.6,
2016-17,25,MIA,NBA,PF,25,11,377,5.2,13.1,.394,0.9,4.3,.200,4.3,8.8,.489,.427,3.0,4.8,.620,1.5,5.4,7.0,1.3,0.9,0.5,1.3,3.2,14.1,
2016-17,25,CLE,NBA,PF,25,0,427,4.6,9.0,.505,1.8,4.4,.404,2.8,4.6,.600,.603,2.3,3.3,.692,0.3,4.6,4.8,1.2,0.4,0.2,1.2,2.3,13.2,
2017-18,26,LAL,NBA,PF,2,0,9,4.0,16.0,.250,0.0,8.0,.000,4.0,8.0,.500,.250,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,
2018-19,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,428,112,8864,5.4,12.4,.434,1.0,3.4,.300,4.4,9.0,.484,.475,3.7,5.1,.710,1.4,5.5,6.9,1.2,0.8,0.4,1.6,2.2,15.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),,155,71,3496,5.8,13.8,.420,1.1,3.6,.298,4.7,10.2,.463,.459,3.5,5.0,.708,1.8,6.1,7.9,0.9,0.8,0.7,1.9,2.4,16.2,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,141,21,3120,4.7,10.5,.442,0.8,2.8,.304,3.8,7.8,.492,.482,3.5,5.1,.697,1.3,4.5,5.8,1.2,0.9,0.2,1.5,2.0,13.7,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,80,9,1435,6.4,14.2,.450,1.1,3.8,.293,5.3,10.4,.506,.488,4.9,6.4,.758,1.2,6.2,7.4,1.9,0.7,0.2,1.5,1.7,18.7,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,25,0,427,4.6,9.0,.505,1.8,4.4,.404,2.8,4.6,.600,.603,2.3,3.3,.692,0.3,4.6,4.8,1.2,0.4,0.2,1.2,2.3,13.2,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,25,11,377,5.2,13.1,.394,0.9,4.3,.200,4.3,8.8,.489,.427,3.0,4.8,.620,1.5,5.4,7.0,1.3,0.9,0.5,1.3,3.2,14.1,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,2,0,9,4.0,16.0,.250,0.0,8.0,.000,4.0,8.0,.500,.250,0.0,0.0,,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,
