Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2011-12,22,PHI,NBA,PF,12.0,1.0,236.0,5.2,9.3,0.557,0.0,0.0,5.2,9.3,0.557,0.557,1.1,1.8,0.583,3.2,5.8,9.0,0.5,1.5,1.7,0.8,4.6,11.4,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,24,IND,NBA,PF,4.0,0.0,15.0,4.8,9.6,0.5,0.0,0.0,4.8,9.6,0.5,0.5,0.0,0.0,,2.4,9.6,12.0,2.4,0.0,0.0,0.0,2.4,9.6,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,26,IND,NBA,PF,6.0,3.0,51.0,2.1,7.1,0.3,0.0,0.0,2.1,7.1,0.3,0.3,0.0,0.0,,2.8,7.1,9.9,1.4,0.7,0.7,0.7,1.4,4.2,
2016-17,27,IND,NBA,PF,3.0,0.0,11.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,6.5,6.5,0.0,0.0,0.0,3.3,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,25.0,4.0,313.0,4.5,8.6,0.52,0.0,0.0,4.5,8.6,0.52,0.52,0.8,1.4,0.583,3.0,6.2,9.2,0.7,1.3,1.4,0.8,3.8,9.8,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),IND (3 Yrs),,13.0,3.0,77.0,2.3,6.5,0.357,0.0,0.0,2.3,6.5,0.357,0.357,0.0,0.0,,2.3,7.5,9.8,1.4,0.5,0.5,0.9,1.4,4.7,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,12.0,1.0,236.0,5.2,9.3,0.557,0.0,0.0,5.2,9.3,0.557,0.557,1.1,1.8,0.583,3.2,5.8,9.0,0.5,1.5,1.7,0.8,4.6,11.4,
