"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2014-15,22,OKC,NBA,PF,32,2,485,0.533,5.1,0.988,0.558,0.206,0.152,0.073,0.012,0.54,0.685,0.353,0.4,0.25,0.0,0.739,0.097,14,0.5,0.0,0,0,
2015-16,23,OKC,NBA,PF,20,0,72,0.478,10.1,0.826,0.391,0.13,0.087,0.217,0.174,0.579,0.667,0.333,0.5,0.6,0.0,0.545,0.087,2,0.5,0.0,0,0,
2 Yrs,2 Yrs,2 Yrs,2 Yrs,,52,2,557,0.527,7.6,0.968,0.537,0.197,0.144,0.09,0.032,0.544,0.683,0.351,0.407,0.353,0.0,0.717,0.096,16,0.5,0.0,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,3,878,0.527,7.6,0.968,0.537,0.197,0.144,0.09,0.032,0.544,0.683,0.351,0.407,0.353,0.0,0.717,0.096,25,0.5,0.0,0,0,
