0
2011-12 NBA 2.0 (9th)
2012-13 NBA 1.7 (19th)
2013-14 NBA 1.9 (14th)
2017-18 NBA 2.0 (9th)
2018-19 NBA 2.2 (5th)
Active 1.8 (10th)
