"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2007-08,23,CHI,NBA,C,61.0,1.0,613.0,0.505,4.1,0.995,0.574,0.27,0.118,0.034,0.005,0.507,0.556,0.509,0.375,0.143,0.0,0.505,0.069,13.0,0.0,0.0,0.0,
2008-09,24,CHI,NBA,C,56.0,18.0,715.0,0.485,3.3,0.994,0.641,0.263,0.078,0.012,0.006,0.488,0.523,0.5,0.231,0.0,0.0,0.407,0.06,9.0,0.0,1.0,0.0,
2009-10,25,2TM,NBA,C,32.0,0.0,311.0,0.512,3.8,1.0,0.634,0.207,0.146,0.012,0.0,0.512,0.577,0.471,0.25,1.0,,0.333,0.024,2.0,,0.0,0.0,
2009-10,25,CHI,NBA,C,8.0,0.0,50.0,0.381,4.4,1.0,0.571,0.19,0.238,0.0,0.0,0.381,0.5,0.0,0.4,,,0.375,0.0,0.0,,0.0,0.0,
2009-10,25,NOH,NBA,C,24.0,0.0,261.0,0.557,3.2,1.0,0.656,0.213,0.115,0.016,0.0,0.557,0.6,0.615,0.143,1.0,,0.324,0.033,2.0,,0.0,0.0,
2010-11,26,NOH,NBA,C,41.0,6.0,531.0,0.566,3.3,1.0,0.657,0.293,0.051,0.0,0.0,0.566,0.646,0.483,0.0,,,0.554,0.101,9.0,,0.0,0.0,
2011-12,27,TOR,NBA,C,49.0,40.0,813.0,0.516,4.2,1.0,0.578,0.311,0.099,0.012,0.0,0.516,0.656,0.28,0.438,0.5,,0.663,0.062,9.0,,0.0,0.0,
2012-13,28,TOR,NBA,C,42.0,16.0,513.0,0.533,3.9,1.0,0.578,0.367,0.033,0.022,0.0,0.533,0.635,0.364,0.667,0.5,,0.708,0.089,8.0,,0.0,0.0,
2013-14,29,2TM,NBA,C,37.0,6.0,355.0,0.443,4.3,0.984,0.377,0.492,0.098,0.016,0.016,0.45,0.522,0.333,0.667,1.0,0.0,0.667,0.033,2.0,0.0,0.0,0.0,
2013-14,29,TOR,NBA,C,4.0,0.0,20.0,0.667,2.7,1.0,0.667,0.333,0.0,0.0,0.0,0.667,0.5,1.0,,,,1.0,0.0,0.0,,0.0,0.0,
2013-14,29,SAC,NBA,C,33.0,6.0,335.0,0.431,5.9,0.983,0.362,0.5,0.103,0.017,0.017,0.439,0.524,0.31,0.667,1.0,0.0,0.64,0.034,2.0,0.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,318.0,87.0,3851.0,0.509,3.9,0.997,0.589,0.299,0.091,0.017,0.003,0.511,0.587,0.419,0.354,0.333,0.0,0.539,0.065,52.0,0.0,1.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,22.0,993.0,0.509,3.9,0.997,0.589,0.299,0.091,0.017,0.003,0.511,0.587,0.419,0.354,0.333,0.0,0.539,0.065,13.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),,125.0,19.0,1378.0,0.49,3.9,0.995,0.602,0.263,0.107,0.023,0.005,0.492,0.538,0.485,0.333,0.111,0.0,0.458,0.061,22.0,0.0,1.0,0.0,
TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),TOR (3 Yrs),,95.0,56.0,1346.0,0.524,3.6,1.0,0.579,0.331,0.075,0.016,0.0,0.524,0.646,0.321,0.474,0.5,,0.684,0.071,17.0,,0.0,0.0,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,65.0,6.0,792.0,0.563,3.3,1.0,0.656,0.263,0.075,0.006,0.0,0.563,0.629,0.524,0.083,1.0,,0.467,0.075,11.0,,0.0,0.0,
SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),SAC (1 Yr),,33.0,6.0,335.0,0.431,5.9,0.983,0.362,0.5,0.103,0.017,0.017,0.439,0.524,0.31,0.667,1.0,0.0,0.64,0.034,2.0,0.0,0.0,0.0,
