Season,Team,Lg,Salary
2002-03,Miami Heat,NBA,"$349,458"
2003-04,Miami Heat,NBA,"$563,679"
2004-05,Miami Heat,NBA,"$1,200,000"
2005-06,New Orleans/Oklahoma City Hornets,NBA,"$1,300,000"
2006-07,New Orleans/Oklahoma City Hornets,NBA,"$3,000,000"
2007-08,New Orleans Hornets,NBA,"$3,315,000"
2008-09,New Orleans Hornets,NBA,"$3,630,000"
2009-10,Los Angeles Clippers,NBA,"$3,945,000"
2010-11,Los Angeles Clippers,NBA,"$2,400,000"
2011-12,Toronto Raptors,NBA,"$1,229,255"
2014-15,Washington Wizards,NBA,"$1,448,490"
2015-16,San Antonio Spurs,NBA,"$1,499,187"
Career,(may be incomplete),,"$23,880,069"
