Season,Team,Lg,Salary
2000-01,Seattle SuperSonics,NBA,"$316,969"
2001-02,Seattle SuperSonics,NBA,"$465,850"
2002-03,Orlando Magic,NBA,"$587,435"
Career,(may be incomplete),,"$1,370,254"
