Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2000-01,19,SEA,NBA,C,30.0,1.0,221.0,4.3,8.8,0.486,0.0,0.0,4.3,8.8,0.486,0.486,2.1,2.8,0.75,5.7,10.2,15.9,0.5,1.7,2.4,2.6,9.5,10.7,104.0,102.0,
2001-02,20,SEA,NBA,C,36.0,1.0,221.0,5.4,10.0,0.537,0.0,0.0,5.4,10.0,0.537,0.537,2.7,4.4,0.611,6.6,12.7,19.3,1.0,1.0,0.5,3.4,8.8,13.4,105.0,103.0,
2002-03,21,ORL,NBA,C,27.0,3.0,145.0,3.6,8.2,0.435,0.0,0.0,3.6,8.2,0.435,0.435,2.5,3.9,0.636,3.6,14.2,17.8,1.8,1.8,1.1,1.8,10.7,9.6,103.0,99.0,
3 Yrs,3 Yrs,3 Yrs,3 Yrs,,93.0,5.0,587.0,4.5,9.1,0.495,0.0,0.0,4.5,9.1,0.495,0.495,2.4,3.7,0.659,5.5,12.1,17.6,1.0,1.4,1.3,2.7,9.5,11.4,104.0,101.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),SEA (2 Yrs),,66.0,2.0,442.0,4.8,9.4,0.513,0.0,0.0,4.8,9.4,0.513,0.513,2.4,3.6,0.667,6.1,11.4,17.6,0.7,1.3,1.4,3.0,9.1,12.0,105.0,102.0,
ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),ORL (1 Yr),,27.0,3.0,145.0,3.6,8.2,0.435,0.0,0.0,3.6,8.2,0.435,0.435,2.5,3.9,0.636,3.6,14.2,17.8,1.8,1.8,1.1,1.8,10.7,9.6,103.0,99.0,
