Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2020-21,20.0,NOP,NBA,PF,1.0,1.0,14:00,5.0,9.0,0.556,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
2022-23,22.0,NOP,NBA,PF,,,,,,,,,,,,,,,,,,,,
Career,,,NBA,,1.0,1.0,14,5.0,9.0,,0.0,0.0,,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0
