Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2009-10,25.0,UTA,NBA,PG,1,0,28:01,6,11,0.545,2,4,0.5,0,0,,0,3,6,4,1,5,4,14
2010-11,26.0,UTA,NBA,PG,1,0,17:53,2,7,0.286,1,3,0.333,0,0,,0,1,7,1,1,2,0,5
2011-12,27.0,NJN,NBA,PG,1,0,18:08,8,11,0.727,4,7,0.571,0,0,,1,3,4,1,0,0,2,20
Career,,,NBA,,3,0,64,16,29,0.552,7,14,0.5,0,0,,1,7,17,6,2,7,6,39
