Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2018-19,20,SAS,NBA,SG,17.0,0.0,118.0,16.0,46.0,0.348,5.0,13.0,0.385,11.0,33.0,0.333,0.402,8.0,10.0,0.8,0.0,17.0,17.0,9.0,7.0,3.0,4.0,7.0,45.0,0.0,
2019-20,21,SAS,NBA,SG,61.0,12.0,988.0,152.0,357.0,0.426,41.0,101.0,0.406,111.0,256.0,0.434,0.483,44.0,61.0,0.721,23.0,116.0,139.0,68.0,32.0,14.0,44.0,78.0,389.0,0.0,
2020-21,22,SAS,NBA,SG,60.0,38.0,1522.0,256.0,609.0,0.42,100.0,282.0,0.355,156.0,327.0,0.477,0.502,57.0,70.0,0.814,14.0,141.0,155.0,101.0,29.0,15.0,65.0,101.0,669.0,0.0,
2021-22,23,SAS,NBA,SG,70.0,6.0,1612.0,311.0,764.0,0.407,111.0,353.0,0.314,200.0,411.0,0.487,0.48,116.0,148.0,0.784,18.0,163.0,181.0,152.0,44.0,19.0,71.0,98.0,849.0,0.0,
2022-23,24,LAL,NBA,SG,56.0,32.0,1297.0,236.0,527.0,0.448,91.0,249.0,0.365,145.0,278.0,0.522,0.534,91.0,106.0,0.858,14.0,95.0,109.0,64.0,30.0,17.0,46.0,71.0,654.0,0.0,
2023-24,25,BRK,NBA,SG,58.0,0.0,1011.0,208.0,492.0,0.423,104.0,271.0,0.384,104.0,221.0,0.471,0.528,45.0,59.0,0.763,13.0,114.0,127.0,74.0,32.0,20.0,51.0,71.0,565.0,0.0,
2024-25,26,PHI,NBA,SG,20.0,7.0,477.0,89.0,212.0,0.42,45.0,127.0,0.354,44.0,85.0,0.518,0.526,24.0,30.0,0.8,6.0,57.0,63.0,50.0,10.0,5.0,25.0,27.0,247.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,342.0,95.0,7025.0,1268.0,3007.0,0.422,497.0,1396.0,0.356,771.0,1611.0,0.479,0.504,385.0,484.0,0.795,88.0,703.0,791.0,518.0,184.0,93.0,306.0,453.0,3418.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,23.0,1684.0,304.0,721.0,0.422,119.0,335.0,0.356,185.0,386.0,0.479,0.504,92.0,116.0,0.795,21.0,169.0,190.0,124.0,44.0,22.0,73.0,109.0,820.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),SAS (4 Yrs),,208.0,56.0,4240.0,735.0,1776.0,0.414,257.0,749.0,0.343,478.0,1027.0,0.465,0.486,225.0,289.0,0.779,55.0,437.0,492.0,330.0,112.0,51.0,184.0,284.0,1952.0,0.0,
BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),BRK (1 Yr),,58.0,0.0,1011.0,208.0,492.0,0.423,104.0,271.0,0.384,104.0,221.0,0.471,0.528,45.0,59.0,0.763,13.0,114.0,127.0,74.0,32.0,20.0,51.0,71.0,565.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,56.0,32.0,1297.0,236.0,527.0,0.448,91.0,249.0,0.365,145.0,278.0,0.522,0.534,91.0,106.0,0.858,14.0,95.0,109.0,64.0,30.0,17.0,46.0,71.0,654.0,0.0,
PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),PHI (1 Yr),,20.0,7.0,477.0,89.0,212.0,0.42,45.0,127.0,0.354,44.0,85.0,0.518,0.526,24.0,30.0,0.8,6.0,57.0,63.0,50.0,10.0,5.0,25.0,27.0,247.0,0.0,
