"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2007-08,23,ORL,NBA,C,8.0,0.0,48.0,0.833,1.5,1.0,0.833,0.167,0.0,0.0,0.0,0.833,0.8,1.0,,,0.8,0.5,3.0,0.0,0.0,
2008-09,24,ORL,NBA,PF,24.0,1.0,271.0,0.654,2.9,1.0,0.731,0.173,0.058,0.038,0.0,0.654,0.711,0.444,0.667,0.5,0.941,0.269,13.0,0.0,0.0,
2009-10,25,ORL,NBA,C,14.0,0.0,212.0,0.654,1.9,1.0,0.731,0.231,0.038,0.0,0.0,0.654,0.737,0.5,0.0,,0.706,0.269,5.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,29,WAS,NBA,C,11.0,11.0,382.0,0.492,6.9,1.0,0.381,0.322,0.246,0.051,0.0,0.492,0.689,0.316,0.483,0.167,0.655,0.068,8.0,0.0,0.0,
2014-15,30,WAS,NBA,C,10.0,10.0,307.0,0.628,5.7,1.0,0.453,0.314,0.174,0.058,0.0,0.628,0.744,0.481,0.6,0.6,0.722,0.023,2.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,32,WAS,NBA,C,13.0,13.0,409.0,0.505,4.4,1.0,0.591,0.301,0.065,0.043,0.0,0.505,0.673,0.25,0.5,0.0,0.766,0.054,5.0,0.0,0.0,
2017-18,33,WAS,NBA,C,6.0,6.0,160.0,0.558,5.0,1.0,0.442,0.395,0.14,0.023,0.0,0.558,0.632,0.529,0.5,0.0,0.875,0.07,3.0,0.0,0.0,
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,86.0,41.0,1789.0,0.564,4.0,1.0,0.519,0.297,0.142,0.042,0.0,0.564,0.7,0.389,0.517,0.278,0.762,0.099,39.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,39.0,1706.0,0.564,4.0,1.0,0.519,0.297,0.142,0.042,0.0,0.564,0.7,0.389,0.517,0.278,0.762,0.099,37.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),WAS (4 Yrs),,40.0,40.0,1258.0,0.538,5.5,1.0,0.465,0.324,0.165,0.047,0.0,0.538,0.69,0.373,0.518,0.25,0.732,0.053,18.0,0.0,0.0,
ORL (3 Yrs),ORL (3 Yrs),ORL (3 Yrs),ORL (3 Yrs),,46.0,1.0,531.0,0.667,2.1,1.0,0.738,0.19,0.048,0.024,0.0,0.667,0.726,0.5,0.5,0.5,0.857,0.286,21.0,0.0,0.0,
