"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Round')","('Unnamed: 5_level_0', 'Opp')","('Unnamed: 6_level_0', 'W/L')","('Unnamed: 7_level_0', 'G')","('Per Game', 'MP')","('Per Game', 'PTS')","('Per Game', 'TRB')","('Per Game', 'AST')","('Per Game', 'STL')","('Per Game', 'BLK')","('Totals', 'FG')","('Totals', 'FGA')","('Totals', 'FG%')","('Totals', '3P')","('Totals', '3PA')","('Totals', '2P')","('Totals', '2PA')","('Totals', '2P%')","('Totals', 'eFG%')","('Totals', 'FT')","('Totals', 'FTA')","('Totals', 'FT%')","('Totals', 'ORB')","('Totals', 'DRB')","('Totals', 'TRB')","('Totals', 'AST')","('Totals', 'STL')","('Totals', 'BLK')","('Totals', 'TOV')","('Totals', 'PF')","('Totals', 'PTS')","('Unnamed: 35_level_0', 'Awards')"
2005-06,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2006-07,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2007-08,24,ORL,NBA,EC1,TOR,W (4-1),4,6.0,0.5,0.8,0.0,0.0,0.0,1,1,1.000,0,0,1,1,1.000,1.000,0,0,,1,2,3,0,0,0,2,3,2,
2007-08,24,ORL,NBA,ECS,DET,L (1-4),4,6.0,2.0,1.3,0.0,0.0,1.0,4,5,.800,0,0,4,5,.800,.800,0,0,,1,4,5,0,0,4,1,2,8,
2008-09,25,ORL,NBA,EC1,PHI,W (4-2),6,14.3,2.8,4.7,0.3,0.8,0.7,8,15,.533,0,0,8,15,.533,.533,1,2,.500,7,21,28,2,5,4,4,9,17,
2008-09,25,ORL,NBA,ECS,BOS,W (4-3),7,9.6,4.3,2.0,0.1,0.3,0.1,12,13,.923,0,0,12,13,.923,.923,6,6,1.000,6,8,14,1,2,1,3,13,30,
2008-09,25,ORL,NBA,ECF,CLE,W (4-2),6,10.8,2.5,3.5,0.0,0.0,0.8,7,9,.778,0,0,7,9,.778,.778,1,4,.250,3,18,21,0,0,5,1,12,15,
2008-09,25,ORL,NBA,FIN,LAL,L (1-4),5,10.6,3.2,2.6,0.0,0.4,1.0,7,15,.467,0,0,7,15,.467,.467,2,4,.500,2,11,13,0,2,5,3,5,16,
2009-10,26,ORL,NBA,EC1,CHA,W (4-0),4,21.5,3.8,5.3,0.5,0.3,0.5,6,10,.600,0,0,6,10,.600,.600,3,4,.750,10,11,21,2,1,2,1,9,15,
2009-10,26,ORL,NBA,ECS,ATL,W (4-0),4,11.3,4.0,3.8,0.8,0.3,0.0,7,10,.700,0,0,7,10,.700,.700,2,3,.667,6,9,15,3,1,0,1,7,16,
2009-10,26,ORL,NBA,ECF,BOS,L (2-4),6,13.7,1.8,4.3,0.7,0.2,0.3,4,6,.667,0,0,4,6,.667,.667,3,4,.750,8,18,26,4,1,2,1,13,11,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,30,WAS,NBA,EC1,CHI,W (4-1),5,36.0,10.8,9.6,1.8,0.6,2.0,21,54,.389,0,0,21,54,.389,.389,12,20,.600,17,31,48,9,3,10,9,10,54,
2013-14,30,WAS,NBA,ECS,IND,L (2-4),6,33.7,14.8,10.2,1.2,0.3,0.7,37,64,.578,0,0,37,64,.578,.578,15,21,.714,19,42,61,7,2,4,11,12,89,
2014-15,31,WAS,NBA,EC1,TOR,W (4-0),4,31.3,17.3,10.0,3.0,0.8,2.0,29,39,.744,0,0,29,39,.744,.744,11,17,.647,12,28,40,12,3,8,9,12,69,
2014-15,31,WAS,NBA,ECS,ATL,L (2-4),6,30.3,9.2,8.0,1.7,0.5,0.5,25,47,.532,0,0,25,47,.532,.532,5,7,.714,15,33,48,10,3,3,7,17,55,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016-17,33,WAS,NBA,EC1,ATL,W (4-2),6,31.3,6.5,10.7,1.7,0.2,2.3,18,39,.462,0,0,18,39,.462,.462,3,4,.750,21,43,64,10,1,14,6,19,39,
2016-17,33,WAS,NBA,ECS,BOS,L (3-4),7,31.6,9.4,11.3,2.0,0.6,0.9,29,54,.537,0,0,29,54,.537,.537,8,14,.571,31,48,79,14,4,6,11,21,66,
2017-18,34,WAS,NBA,EC1,TOR,L (2-4),6,26.7,8.7,6.3,1.0,0.0,0.3,24,43,.558,0,0,24,43,.558,.558,4,7,.571,13,25,38,6,0,2,6,15,52,
,,,,,,,,Per Game,Per Game,Per Game,Per Game,Per Game,Per Game,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,
,,,,,,W/L,G,MP,PTS,TRB,AST,STL,BLK,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
7 Yrs (16 Series),7 Yrs (16 Series),7 Yrs (16 Series),7 Yrs (16 Series),7 Yrs (16 Series),7 Yrs (16 Series),9-7,86,20.8,6.4,6.1,0.9,0.3,0.8,239,424,.564,0,0,239,424,.564,.564,76,117,.650,172,352,524,80,28,70,76,179,554,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),EC1 (7 Series),6-1,35,24.3,7.1,6.9,1.2,0.4,1.1,107,201,.532,0,0,107,201,.532,.532,34,54,.630,81,161,242,41,13,40,37,77,248,
ECS (6 Series),ECS (6 Series),ECS (6 Series),ECS (6 Series),ECS (6 Series),ECS (6 Series),2-4,34,21.8,7.8,6.5,1.0,0.4,0.5,114,193,.591,0,0,114,193,.591,.591,36,51,.706,78,144,222,35,12,18,34,72,264,
