"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Corner 3s', '%3PA')","('Corner 3s', '3P%')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2008-09,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2009-10,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
2010-11,24,CHI,NBA,C,82,0,989,.553,2.0,1.000,.872,.121,.007,.000,.000,.553,.593,.235,1.000,,,.590,.376,51,,,0,0,
2011-12,25,CHI,NBA,C,66,2,971,.506,2.4,1.000,.788,.186,.013,.013,.000,.506,.545,.379,.500,.000,,.696,.199,27,,,0,0,
2012-13,26,HOU,NBA,C,82,82,2464,.541,2.5,.998,.788,.184,.013,.013,.002,.542,.607,.274,.375,.500,.000,.696,.217,127,1.000,.000,0,0,
2013-14,27,HOU,NBA,C,48,19,968,.532,2.8,1.000,.784,.174,.021,.021,.000,.532,.597,.273,.750,.000,,.644,.211,36,,,0,0,
2014-15,28,NOP,NBA,C,76,76,1982,.517,1.4,1.000,.896,.090,.012,.002,.000,.517,.553,.216,.200,.000,,.690,.223,81,,,0,0,
2015-16,29,NOP,NBA,C,68,64,1178,.533,1.5,1.000,.851,.133,.015,.005,.000,.533,.590,.231,.000,.000,,.712,.231,43,,,0,0,
2016-17,30,NOP,NBA,C,31,19,482,.477,1.6,1.000,.908,.092,.000,.000,.000,.477,.525,.000,,,,.710,.262,15,,,0,0,
2017-18,31,2TM,NBA,C,18,0,182,.409,2.5,1.000,.818,.091,.045,.045,.000,.409,.389,.500,1.000,.000,,1.000,.045,1,,,0,0,
2017-18,31,NOP,NBA,C,14,0,121,.438,3.3,1.000,.813,.063,.063,.063,.000,.438,.385,1.000,1.000,.000,,1.000,.063,1,,,0,0,
2017-18,31,CHI,NBA,C,4,0,61,.333,1.7,1.000,.833,.167,.000,.000,.000,.333,.400,.000,,,,1.000,.000,0,,,0,0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,471,262,9216,.528,2.1,.999,.831,.147,.013,.009,.001,.528,.579,.266,.417,.235,.000,.685,.230,381,1.000,.000,0,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,46,1604,.528,2.1,.999,.831,.147,.013,.009,.001,.528,.579,.266,.417,.235,.000,.685,.230,66,1.000,.000,0,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),NOP (4 Yrs),,189,159,3763,.516,1.9,1.000,.882,.102,.013,.004,.000,.516,.557,.214,.222,.000,,.704,.225,140,,,0,0,
CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),,152,2,2021,.525,2.0,1.000,.828,.155,.010,.007,.000,.525,.566,.319,.667,.000,,.648,.277,78,,,0,0,
HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),HOU (2 Yrs),,130,101,3432,.539,2.6,.999,.787,.182,.015,.015,.001,.539,.605,.274,.500,.333,.000,.684,.215,163,1.000,.000,0,0,
