"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2007-08,23,NOH,NBA,C,8.0,0.0,72.0,0.615,4.9,1.0,0.462,0.385,0.0,0.154,0.0,0.615,0.833,0.4,,0.5,,0.25,0.077,1.0,,0.0,0.0,
2008-09,24,NOH,NBA,C,4.0,1.0,53.0,0.462,5.0,1.0,0.692,0.0,0.154,0.154,0.0,0.462,0.667,,0.0,0.0,,0.833,0.385,4.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,26,ATL,NBA,C,8.0,0.0,35.0,0.2,1.7,1.0,0.8,0.2,0.0,0.0,0.0,0.2,0.25,0.0,,,,0.0,0.2,1.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,29,GSW,NBA,C,7.0,0.0,17.0,0.5,8.0,0.875,0.375,0.375,0.0,0.125,0.125,0.571,0.667,0.667,,0.0,0.0,0.75,0.25,1.0,0.0,0.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,27.0,1.0,177.0,0.487,4.9,0.974,0.564,0.231,0.051,0.128,0.026,0.5,0.636,0.444,0.0,0.2,0.0,0.526,0.231,7.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,3.0,538.0,0.487,4.9,0.974,0.564,0.231,0.051,0.128,0.026,0.5,0.636,0.444,0.0,0.2,0.0,0.526,0.231,21.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,12.0,1.0,125.0,0.538,4.9,1.0,0.577,0.192,0.077,0.154,0.0,0.538,0.733,0.4,0.0,0.25,,0.5,0.231,5.0,,0.0,0.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,8.0,0.0,35.0,0.2,1.7,1.0,0.8,0.2,0.0,0.0,0.0,0.2,0.25,0.0,,,,0.0,0.2,1.0,,0.0,0.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,7.0,0.0,17.0,0.5,8.0,0.875,0.375,0.375,0.0,0.125,0.125,0.571,0.667,0.667,,0.0,0.0,0.75,0.25,1.0,0.0,0.0,0.0,
