Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2007-08,23,NOH,NBA,C,8.0,0.0,72.0,6.2,10.0,0.615,0.0,0.0,,6.2,10.0,0.615,0.615,3.8,7.7,0.5,6.9,8.5,15.4,0.0,0.0,4.6,3.1,9.2,16.2,113.0,106.0,
2008-09,24,NOH,NBA,C,4.0,1.0,53.0,6.1,13.1,0.462,0.0,0.0,,6.1,13.1,0.462,0.462,3.0,10.1,0.3,3.0,5.0,8.1,1.0,4.0,1.0,6.1,15.1,15.1,69.0,115.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,26,ATL,NBA,C,8.0,0.0,35.0,1.6,8.0,0.2,0.0,0.0,,1.6,8.0,0.2,0.2,4.8,9.6,0.5,6.4,9.6,16.0,1.6,4.8,0.0,3.2,11.2,8.0,79.0,97.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013-14,29,GSW,NBA,C,7.0,0.0,17.0,11.7,23.4,0.5,0.0,2.9,0.0,11.7,20.5,0.571,0.5,0.0,5.8,0.0,8.8,2.9,11.7,5.8,0.0,5.8,11.7,17.5,23.4,76.0,114.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,27.0,1.0,177.0,5.8,12.0,0.487,0.0,0.3,0.0,5.8,11.7,0.5,0.487,3.4,8.6,0.393,5.8,7.1,12.9,1.2,2.1,2.8,4.9,12.3,15.0,86.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),NOH (2 Yrs),,12.0,1.0,125.0,6.1,11.3,0.538,0.0,0.0,,6.1,11.3,0.538,0.538,3.5,8.7,0.4,5.2,7.0,12.2,0.4,1.7,3.1,4.4,11.8,15.7,91.0,110.0,
ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),ATL (1 Yr),,8.0,0.0,35.0,1.6,8.0,0.2,0.0,0.0,,1.6,8.0,0.2,0.2,4.8,9.6,0.5,6.4,9.6,16.0,1.6,4.8,0.0,3.2,11.2,8.0,79.0,97.0,
GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),GSW (1 Yr),,7.0,0.0,17.0,11.7,23.4,0.5,0.0,2.9,0.0,11.7,20.5,0.571,0.5,0.0,5.8,0.0,8.8,2.9,11.7,5.8,0.0,5.8,11.7,17.5,23.4,76.0,114.0,
