Season,Team,Lg,Salary
2021-22,Oklahoma City Thunder,NBA,"$2,901,240"
2022-23,Oklahoma City Thunder,NBA,"$3,046,200"
2023-24,Charlotte Hornets,NBA,"$3,191,400"
2024-25,Charlotte Hornets,NBA,"$4,908,373"
Career,(may be incomplete),,"$14,047,213"
