0
2010-11 NBA 21.8 (14th)
2011-12 NBA 21.7 (7th)
2012-13 NBA 21.1 (9th)
2013-14 NBA 23.2 (8th)
2014-15 NBA 23.4 (7th)
2017-18 NBA 23.1 (9th)
2018-19 NBA 21.3 (20th)
Career NBA 19.1 (95th)
Career Playoffs 20.8 (68th)
Career NBA Playoffs 20.8 (66th)
