Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2008-09,20,MIA,NBA,PF,81,19,2009,12.0,25.4,.472,0.9,2.2,.407,11.1,23.3,.478,.490,4.9,6.4,.772,2.9,8.7,11.7,2.2,1.1,1.0,3.2,4.9,29.8,103,108,"ROY-7,6MOY-17"
2009-10,21,MIA,NBA,PF,78,78,2328,10.8,23.9,.450,0.6,2.3,.275,10.1,21.6,.469,.463,4.4,5.5,.800,2.8,8.6,11.5,2.3,1.8,1.1,3.0,5.1,26.6,101,103,
2010-11,22,MIN,NBA,SF,73,73,2361,11.8,26.3,.450,1.3,3.5,.366,10.6,22.8,.463,.474,4.6,6.1,.753,2.5,6.1,8.6,3.3,1.1,1.1,4.1,4.7,29.5,100,112,
2011-12,23,MIN,NBA,SF,47,7,1087,10.5,23.5,.445,1.8,4.8,.376,8.7,18.7,.462,.483,2.9,4.5,.642,1.8,8.0,9.8,2.1,0.9,0.9,3.8,3.9,25.6,95,107,
2012-13,24,PHO,NBA,SF,75,20,1554,10.2,25.3,.405,1.5,4.8,.313,8.8,20.6,.426,.434,3.1,4.2,.746,1.7,7.6,9.3,3.7,1.0,1.1,4.8,3.5,25.1,87,109,
2013-14,25,MIA,NBA,SF,55,2,831,11.2,22.5,.499,1.3,3.4,.389,9.9,19.1,.518,.528,3.9,5.0,.772,2.0,8.9,10.9,2.7,1.5,1.3,3.6,5.9,27.6,103,105,
2014-15,26,MIA,NBA,PF,24,1,505,9.6,22.2,.434,0.8,3.6,.235,8.8,18.6,.472,.453,2.1,2.7,.769,1.3,8.1,9.3,3.3,1.6,1.4,3.9,6.9,22.2,89,106,
2015-16,27,HOU,NBA,PF,20,0,363,14.5,27.8,.522,0.4,1.2,.333,14.1,26.5,.531,.529,5.1,6.6,.776,3.9,9.3,13.3,2.2,1.5,1.2,3.3,5.3,34.5,108,107,
2016-17,28,MIL,NBA,PF,56,6,935,11.7,22.1,.532,1.0,2.3,.419,10.8,19.7,.545,.554,4.2,5.7,.743,2.2,8.3,10.5,2.9,1.5,1.5,3.6,5.0,28.7,106,109,
2017-18,29,NYK,NBA,PF,74,30,1653,12.3,24.2,.507,1.0,2.6,.395,11.2,21.6,.520,.528,3.7,4.8,.780,2.9,9.5,12.4,3.7,1.1,1.3,4.3,4.3,29.3,103,110,
2018-19,30,LAL,NBA,PF,26,2,277,12.6,25.7,.490,0.5,2.9,.176,12.1,22.8,.529,.500,4.7,6.6,.718,2.2,7.9,10.1,4.2,1.5,1.7,4.5,7.1,30.4,99,108,
2019-20,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19,Did not play - COVID-19
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,609,238,13903,11.4,24.6,.465,1.1,3.1,.349,10.3,21.5,.481,.487,4.1,5.4,.759,2.5,8.1,10.6,2.9,1.3,1.2,3.8,4.8,28.0,100,108,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIA (4 Yrs),MIA (4 Yrs),MIA (4 Yrs),MIA (4 Yrs),,238,100,5673,11.2,24.1,.464,0.8,2.5,.332,10.3,21.5,.479,.481,4.3,5.5,.783,2.6,8.7,11.3,2.4,1.5,1.1,3.3,5.3,27.5,101,105,
MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),MIN (2 Yrs),,120,80,3448,11.4,25.4,.449,1.4,3.9,.370,10.0,21.6,.463,.477,4.1,5.6,.725,2.3,6.7,9.0,3.0,1.0,1.0,4.0,4.4,28.3,99,111,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,75,20,1554,10.2,25.3,.405,1.5,4.8,.313,8.8,20.6,.426,.434,3.1,4.2,.746,1.7,7.6,9.3,3.7,1.0,1.1,4.8,3.5,25.1,87,109,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,74,30,1653,12.3,24.2,.507,1.0,2.6,.395,11.2,21.6,.520,.528,3.7,4.8,.780,2.9,9.5,12.4,3.7,1.1,1.3,4.3,4.3,29.3,103,110,
MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),MIL (1 Yr),,56,6,935,11.7,22.1,.532,1.0,2.3,.419,10.8,19.7,.545,.554,4.2,5.7,.743,2.2,8.3,10.5,2.9,1.5,1.5,3.6,5.0,28.7,106,109,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,26,2,277,12.6,25.7,.490,0.5,2.9,.176,12.1,22.8,.529,.500,4.7,6.6,.718,2.2,7.9,10.1,4.2,1.5,1.7,4.5,7.1,30.4,99,108,
HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),HOU (1 Yr),,20,0,363,14.5,27.8,.522,0.4,1.2,.333,14.1,26.5,.531,.529,5.1,6.6,.776,3.9,9.3,13.3,2.2,1.5,1.2,3.3,5.3,34.5,108,107,
