Season,Team,Lg,Salary
2008-09,Miami Heat,NBA,"$4,314,960"
2009-10,Miami Heat,NBA,"$4,638,600"
2010-11,Minnesota Timberwolves,NBA,"$4,962,240"
2011-12,Minnesota Timberwolves,NBA,"$6,262,347"
2012-13,Phoenix Suns,NBA,"$5,750,000"
2013-14,Phoenix Suns,NBA,"$4,666,667"
2013-14,Miami Heat,NBA,"$1,027,424"
2014-15,Phoenix Suns,NBA,"$777,778"
2014-15,Miami Heat,NBA,"$330,226"
2015-16,Houston Rockets,NBA,"$306,527"
2016-17,Milwaukee Bucks,NBA,"$1,403,611"
2016-17,Phoenix Suns,NBA,"$777,777"
2017-18,New York Knicks,NBA,"$1,471,382"
2018-19,Los Angeles Clippers,NBA,"$3,500,000"
Career,(may be incomplete),,"$40,189,539"
