,PERSON_ID,PLAYER_NAME,SEASON,ROUND_NUMBER,OVERALL_PICK,TEAM_NAME,ORGANIZATION,ORGANIZATION_TYPE,PLAYER_PROFILE_FLAG,POSITION,HEIGHT,WEIGHT,WINGSPAN,BODY_FAT_PCT,HAND_LENGTH,HAND_WIDTH,STANDING_VERTICAL_LEAP,MAX_VERTICAL_LEAP,LANE_AGILITY_TIME,MODIFIED_LANE_AGILITY_TIME,THREE_QUARTER_SPRINT,BENCH_PRESS,BMI,VERTICAL_RATIO
175,2547,Chris Bosh,2003,1,4,Raptors,Georgia Tech,College/University,1,F,82.25,225.0,87.5,8.0,,,30.5,33.0,11.8,,3.3,9.0,23.38115871065493,0.4012158054711246
176,2548,Dwyane Wade,2003,1,5,Heat,Marquette,College/University,1,G,75.75,212.0,82.75,6.7,,,31.5,35.0,10.56,,3.08,9.0,25.973227025672866,0.46204620462046203
177,2549,Chris Kaman,2003,1,6,Clippers,Central Michigan,College/University,1,F,83.5,252.0,83.75,16.3,,,23.5,30.5,11.33,,3.37,15.0,25.4087274552691,0.3652694610778443
178,2550,Kirk Hinrich,2003,1,7,Bulls,Kansas,College/University,1,G,74.75,186.0,78.0,5.3,,,29.0,33.5,10.98,,3.1,10.0,23.401617431572355,0.44816053511705684
179,2551,T.J. Ford,2003,1,8,Bucks,Texas,College/University,1,G,71.0,162.0,71.5,6.7,,,32.5,39.5,11.45,,3.2,0.0,22.591946042451895,0.5563380281690141
180,2552,Michael Sweetney,2003,1,9,Knicks,Georgetown,College/University,1,F,79.25,262.0,85.0,14.1,,,26.0,31.5,12.9,,3.28,3.0,29.326354128312552,0.39747634069400634
181,2553,Jarvis Hayes,2003,1,10,Wizards,Georgia,College/University,1,,,,,,,,,,,,,,,
182,2554,Mickael Pietrus,2003,1,11,Warriors,Elan Bearnais Pau-Orthez (France),Other Team/Club,1,,,,,,,,,,,,,,,
183,2555,Nick Collison,2003,1,12,SuperSonics,Kansas,College/University,1,F,80.75,255.0,85.5,17.0,,,28.0,33.0,11.62,,3.28,8.0,27.492260061919502,0.4086687306501548
184,2556,Marcus Banks,2003,1,13,Grizzlies,Nevada-Las Vegas,College/University,1,,,,,,,,,,,,,,,
185,2557,Luke Ridnour,2003,1,14,SuperSonics,Oregon,College/University,1,G,73.0,167.0,75.0,5.3,,,26.0,32.5,11.0,,3.28,0.0,22.030587352223684,0.4452054794520548
186,2558,Reece Gaines,2003,1,15,Magic,Louisville,College/University,1,,,,,,,,,,,,,,,
187,2559,Troy Bell,2003,1,16,Celtics,Boston College,College/University,1,G,72.25,178.0,77.0,5.3,,,34.5,41.0,10.89,,3.06,17.0,23.971743633337724,0.5674740484429066
188,2560,Zarko Cabarkapa,2003,1,17,Suns,KK Buducnost Podgorica (Montenegro),Other Team/Club,1,,,,,,,,,,,,,,,
189,2561,David West,2003,1,18,Hornets,Xavier,College/University,1,F,80.25,226.0,88.25,8.0,,,28.5,31.5,12.18,,3.43,11.0,24.670257470327346,0.3925233644859813
190,2562,Sasha Pavlovic,2003,1,19,Jazz,KK Buducnost Podgorica (Montenegro),Other Team/Club,1,,,,,,,,,,,,,,,
191,2563,Dahntay Jones,2003,1,20,Celtics,Duke,College/University,1,G,76.75,214.0,81.0,2.6,,,30.0,39.5,10.91,,3.11,,25.539496440280537,0.5146579804560261
192,2564,Boris Diaw,2003,1,21,Hawks,Elan Bearnais Pau-Orthez (France),Other Team/Club,1,,,,,,,,,,,,,,,
193,2565,Zoran Planinic,2003,1,22,Nets,KK Cibona (Croatia),Other Team/Club,1,,,,,,,,,,,,,,,
194,2566,Travis Outlaw,2003,1,23,Trail Blazers,Starkville,High School,1,,,,,,,,,,,,,,,
195,2567,Brian Cook,2003,1,24,Lakers,Illinois,College/University,1,F,81.5,234.0,86.0,10.5,,,25.0,29.0,11.87,,3.45,6.0,24.7660054951259,0.3558282208588957
196,2568,Carlos Delfino,2003,1,25,Pistons,Fortitudo Pallacanestro Bologna (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
197,2569,Ndudi Ebi,2003,1,26,Timberwolves,Westbury Christian School,High School,1,,,,,,,,,,,,,,,
198,2570,Kendrick Perkins,2003,1,27,Grizzlies,Clifton J. Ozen,High School,1,,,,,,,,,,,,,,,
199,2571,Leandro Barbosa,2003,1,28,Spurs,Associacao Bauru Basketball Team (Brazil),Other Team/Club,1,,,,,,,,,,,,,,,
200,2572,Josh Howard,2003,1,29,Mavericks,Wake Forest,College/University,1,G,77.25,202.0,86.0,6.0,,,33.0,36.5,10.89,,3.09,4.0,23.796315497324073,0.47249190938511326
201,2573,Maciej Lampe,2003,2,30,Knicks,Madrid (ESP),College/University,1,,,,,,,,,,,,,,,
202,2574,Jason Kapono,2003,2,31,Cavaliers,California-Los Angeles,College/University,1,G,78.5,215.0,78.5,11.7,,,23.5,30.0,11.04,,3.38,8.0,24.52756704125928,0.3821656050955414
203,2575,Luke Walton,2003,2,32,Lakers,Arizona,College/University,1,F,79.75,235.0,80.5,9.3,,,28.0,,,,,12.0,25.97537366967699,
204,2602,Jerome Beasley,2003,2,33,Heat,North Dakota,College/University,1,F,81.0,237.0,84.5,9.9,,,27.0,32.0,11.36,,3.25,10.0,25.394147233653406,0.3950617283950617
205,2577,Sofoklis Schortsanitis,2003,2,34,Clippers,Iraklis Thessaloniki B.C. (Greece),Other Team/Club,0,,,,,,,,,,,,,,,
206,2578,Szymon Szewczyk,2003,2,35,Bucks,Basketball Lowen Braunschweig (Germany),Other Team/Club,0,,,,,,,,,,,,,,,
207,2579,Mario Austin,2003,2,36,Bulls,Mississippi State,College/University,0,,,,,,,,,,,,,,,
208,2580,Travis Hansen,2003,2,37,Hawks,Brigham Young,College/University,1,G,76.5,200.0,78.5,6.0,,,31.5,35.0,10.72,,3.18,16.0,24.02494766969969,0.45751633986928103
209,2581,Steve Blake,2003,2,38,Wizards,Maryland,College/University,1,,,,,,,,,,,,,,,
210,2582,Slavko Vranes,2003,2,39,Knicks,KK Buducnost Podgorica (Montenegro),Other Team/Club,1,,,,,,,,,,,,,,,
211,2583,Derrick Zimmerman,2003,2,40,Warriors,Mississippi State,College/University,1,G,73.0,190.0,81.0,5.3,,,34.0,40.5,11.09,,3.1,13.0,25.064740101332333,0.5547945205479452
212,2584,Willie Green,2003,2,41,SuperSonics,Detroit Mercy,College/University,1,G,74.5,201.0,79.25,8.0,,,28.5,28.5,11.86,,3.19,13.0,25.45885320481059,0.3825503355704698
213,2585,Zaza Pachulia,2003,2,42,Magic,Ulkerspor (Turkey),Other Team/Club,1,,,,,,,,,,,,,,,
214,2586,Keith Bogans,2003,2,43,Bucks,Kentucky,College/University,1,G,76.25,213.0,81.25,8.0,,,29.5,35.0,11.43,,3.25,10.0,25.75462510077936,0.45901639344262296
215,2587,Malick Badiane,2003,2,44,Rockets,TV Langen (Germany),Other Team/Club,1,,,,,,,,,,,,,,,
216,2588,Matt Bonner,2003,2,45,Bulls,Florida,College/University,1,F,80.5,242.0,80.75,13.6,,,27.0,32.0,11.52,,3.32,20.0,26.25299949847614,0.39751552795031053
217,2589,Sani Becirovic,2003,2,46,Nuggets,Virtus Pallacanestro Bologna (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
218,2590,Mo Williams,2003,2,47,Jazz,Alabama,College/University,1,G,72.75,189.0,77.5,6.7,,,,,,,,3.0,25.104474439366566,
219,2591,James Lang,2003,2,48,Hornets,Central Park Christian,High School,1,F,80.25,316.0,90.25,21.4,,,24.5,32.0,14.01,,3.55,8.0,34.49469628594443,0.3987538940809969
220,2592,James Jones,2003,2,49,Pacers,Miami (FL),College/University,1,F,79.25,218.0,86.5,6.7,,,30.5,33.0,11.18,,3.19,9.0,24.40131755714556,0.416403785488959
221,2593,Paccelis Morlende,2003,2,50,76ers,JDA Dijon Basket (France),Other Team/Club,0,,,,,,,,,,,,,,,
222,2594,Kyle Korver,2003,2,51,Nets,Creighton,College/University,1,F,78.25,211.0,81.5,6.7,,,25.5,31.5,11.42,,3.47,13.0,24.225295756821037,0.402555910543131
223,2595,Remon Van de Hare,2003,2,52,Raptors,FC Barcelona Basquet (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
224,2596,Tommy Smith,2003,2,53,Bulls,Arizona State,College/University,1,F,81.0,200.0,86.5,6.7,,,30.0,33.0,11.54,,3.14,2.0,21.429660112787687,0.4074074074074074
225,2597,Nedzad Sinanovic,2003,2,54,Trail Blazers,HKK Brotnjo (Bosnia and Herzegovina),Other Team/Club,0,,,,,,,,,,,,,,,
226,2598,Rick Rickert,2003,2,55,Timberwolves,Minnesota,College/University,1,,,,,,,,,,,,,,,
227,2599,Brandon Hunter,2003,2,56,Celtics,Ohio,College/University,1,F,78.5,266.0,86.75,8.0,,,32.5,35.0,11.13,,3.21,25.0,30.34573410686032,0.445859872611465
228,2600,Xue Yuyang,2003,2,57,Mavericks,Hong Kong Flying Dragons (China),Other Team/Club,0,,,,,,,,,,,,,,,
229,2601,Andreas Glyniadakis,2003,2,58,Pistons,A.E.K. Athens B.C. (Greece),Other Team/Club,1,,,,,,,,,,,,,,,
230,2730,Dwight Howard,2004,1,1,Magic,Southwest Atlanta Christian Academy,High School,1,F,81.0,240.0,88.5,10.5,,,30.5,35.5,11.21,,3.14,7.0,25.715592135345226,0.4382716049382716
231,2731,Emeka Okafor,2004,1,2,Bobcats,Connecticut,College/University,1,F,80.75,257.0,88.0,5.3,,,31.5,34.0,12.32,,3.15,22.0,27.707885631032596,0.42105263157894735
232,2732,Ben Gordon,2004,1,3,Bulls,Connecticut,College/University,1,G,73.0,192.0,80.5,5.3,,,31.5,37.5,11.28,,3.19,12.0,25.328579470820042,0.5136986301369864
233,2733,Shaun Livingston,2004,1,4,Clippers,Peoria,High School,1,G,78.25,186.0,83.0,6.7,,,26.5,30.0,10.72,,3.23,,21.35500005103655,0.38338658146964855
234,2734,Devin Harris,2004,1,5,Wizards,Wisconsin,College/University,1,G,73.75,170.0,79.5,5.3,,,30.5,37.0,11.03,,3.19,5.0,21.97253662740592,0.5016949152542373
235,2735,Josh Childress,2004,1,6,Hawks,Stanford,College/University,1,G,77.75,196.0,83.0,9.3,,,29.0,36.0,11.95,,3.38,11.0,22.79347814848895,0.4630225080385852
236,2736,Luol Deng,2004,1,7,Suns,Duke,College/University,1,F,79.0,220.0,84.5,6.7,,,27.5,31.5,11.46,,3.34,5.0,24.781285050472682,0.3987341772151899
237,2737,Rafael Araujo,2004,1,8,Raptors,Brigham Young,College/University,1,,,,,,,,,,,,,,,
238,2738,Andre Iguodala,2004,1,9,76ers,Arizona,College/University,1,G,77.75,217.0,83.0,6.7,,,30.5,34.5,11.17,,3.18,4.0,25.23563652154134,0.4437299035369775
239,2739,Luke Jackson,2004,1,10,Cavaliers,Oregon,College/University,1,G,78.0,212.0,80.5,8.0,,,26.5,36.0,11.1,,3.24,13.0,24.496383957922422,0.46153846153846156
240,2740,Andris Biedrins,2004,1,11,Warriors,BK Skonto (Latvia),Other Team/Club,1,C,,,,9.3,,,,,,,,,,
241,2741,Robert Swift,2004,1,12,SuperSonics,Bakersfield,High School,1,,,,,,,,,,,,,,,
242,2742,Sebastian Telfair,2004,1,13,Trail Blazers,Abraham Lincoln,High School,1,,,,,,,,,,,,,,,
243,2743,Kris Humphries,2004,1,14,Jazz,Minnesota,College/University,1,F,80.25,238.0,84.5,6.7,,,29.5,36.0,11.33,,3.2,22.0,25.980182645742957,0.4485981308411215
244,2744,Al Jefferson,2004,1,15,Celtics,Prentiss,High School,1,F,80.5,263.0,86.5,10.5,,,28.5,30.0,13.08,,3.29,3.0,28.531152347517455,0.37267080745341613
245,2745,Kirk Snyder,2004,1,16,Jazz,Nevada-Reno,College/University,1,G,78.0,228.0,81.0,9.3,,,30.0,35.0,10.79,,3.13,19.0,26.34516765285996,0.44871794871794873
246,2746,Josh Smith,2004,1,17,Hawks,Oak Hill Academy,High School,1,G,79.0,221.0,84.0,6.7,,,32.5,39.5,11.43,,3.24,12.0,24.893927255247554,0.5
247,2747,JR Smith,2004,1,18,Hornets,Saint Benedict's Preparatory School,High School,1,G,77.5,227.0,82.0,6.7,,,29.0,35.5,10.93,,3.21,5.0,26.569157127991673,0.45806451612903226
248,2748,Dorell Wright,2004,1,19,Heat,South Kent School,High School,1,,,,,,,,,,,,,,,
249,2749,Jameer Nelson,2004,1,20,Nuggets,Saint Joseph's,College/University,1,G,71.0,199.0,74.5,8.0,,,28.5,33.5,10.95,,3.14,15.0,27.751834953382268,0.47183098591549294
250,2750,Pavel Podkolzin,2004,1,21,Jazz,Pallacanestro Varese (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
251,2751,Viktor Khryapa,2004,1,22,Nets,PBC CSKA Moscow (Russia),Other Team/Club,1,,,,,,,,,,,,,,,
252,2752,Sergei Monia,2004,1,23,Trail Blazers,PBC CSKA Moscow (Russia),Other Team/Club,1,,,,,,,,,,,,,,,
253,2753,Delonte West,2004,1,24,Celtics,Saint Joseph's,College/University,1,G,73.5,183.0,78.0,6.7,,,30.0,35.0,11.2,,3.15,12.0,23.813966402887683,0.47619047619047616
254,2754,Tony Allen,2004,1,25,Celtics,Oklahoma State,College/University,1,G,75.5,214.0,81.0,6.7,,,31.5,36.5,10.7,,3.19,17.0,26.392175781763957,0.48344370860927155
255,2755,Kevin Martin,2004,1,26,Kings,Western Carolina,College/University,1,,,,,,,,,,,,,,,
256,2756,Sasha Vujacic,2004,1,27,Lakers,Pallalcesto Amatori Udine (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
257,2757,Beno Udrih,2004,1,28,Spurs,Olimpia Milano (Italy),Other Team/Club,1,G,74.5,199.0,76.5,9.3,,,,,,,,2.0,25.205531282374668,
258,2758,David Harrison,2004,1,29,Pacers,Colorado,College/University,1,,,,,,,,,,,,,,,
259,2760,Anderson Varejao,2004,2,30,Magic,FC Barcelona Basquet (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
260,2761,Jackson Vroman,2004,2,31,Bulls,Iowa State,College/University,1,F,81.25,226.0,84.0,6.7,,,29.5,33.5,10.75,,3.25,12.0,24.066726627218937,0.4123076923076923
261,2762,Peter John Ramos,2004,2,32,Wizards,Criollos de Caguas (Puerto Rico),Other Team/Club,1,C,85.75,266.0,89.5,6.7,,,24.0,26.5,12.61,,3.6,2.0,25.431308383411675,0.30903790087463556
262,2763,Lionel Chalmers,2004,2,33,Clippers,Xavier,College/University,1,,,,,,,,,,,,,,,
263,2764,Donta Smith,2004,2,34,Hawks,Southeastern Illinois,College/University,1,,,,,,,,,,,,,,,
264,2765,Andre Emmett,2004,2,35,SuperSonics,Texas Tech,College/University,1,G,75.5,216.0,81.0,6.7,,,,,,,,,26.63883163019166,
265,2766,Antonio Burks,2004,2,36,Magic,Memphis,College/University,1,G,72.0,191.0,78.5,9.9,,,,,,,,9.0,25.9014274691358,
266,2767,Royal Ivey,2004,2,37,Hawks,Brigham Young,College/University,1,,,,,,,,,,,,,,,
267,2768,Chris Duhon,2004,2,38,Bulls,Duke,College/University,1,G,72.0,193.0,78.5,6.7,,,31.5,35.0,10.45,,3.14,7.0,26.172646604938272,0.4861111111111111
268,2769,Albert Miralles,2004,2,39,Raptors,Roseto Sharks (Italy),Other Team/Club,0,,,,,,,,,,,,,,,
269,2770,Justin Reed,2004,2,40,Celtics,Mississippi,College/University,1,,,,,,,,,,,,,,,
270,2801,David Young,2004,2,41,SuperSonics,North Carolina Central,College/University,1,,,,,,,,,,,,,,,
271,2771,Viktor Sanikidze,2004,2,42,Hawks,JDA Dijon Basket (France),Other Team/Club,0,,,,,,,,,,,,,,,
272,2772,Trevor Ariza,2004,2,43,Knicks,California-Los Angeles,College/University,1,G,79.0,201.0,86.0,8.0,,,29.5,32.0,11.63,,3.29,8.0,22.64108315975004,0.4050632911392405
273,2773,Tim Pickett,2004,2,44,Hornets,Florida State,College/University,1,G,75.0,207.0,79.5,6.0,,,,,,,,,25.8704,
274,2774,Bernard Robinson,2004,2,45,Bobcats,Michigan,College/University,1,G,77.25,208.0,82.0,6.0,,,28.5,34.5,10.91,,3.17,14.0,24.50313674971984,0.44660194174757284
275,2775,Ha Ha,2004,2,46,Trail Blazers,Yonsei (KOR),College/University,1,,,,,,,,,,,,,,,
276,2776,Pape Sow,2004,2,47,Heat,Cal State-Fullerton,College/University,1,F,80.5,233.0,86.0,9.3,,,28.0,31.5,12.13,,3.27,18.0,25.276648277458428,0.391304347826087
277,2777,Ricky Minard,2004,2,48,Kings,Morehead State,College/University,1,G,75.25,198.0,79.0,8.0,,,27.5,33.0,10.94,,3.1,13.0,24.58145053586605,0.43853820598006643
278,2778,Sergei Lishouk,2004,2,49,Grizzlies,Miami (FL),College/University,0,F,82.25,244.0,84.0,10.5,,,,,,,,,25.355567668443566,
279,2779,Vassilis Spanoulis,2004,2,50,Mavericks,Maroussi B.C. (Greece),Other Team/Club,1,,,,,,,,,,,,,,,
280,2780,Christian Drejer,2004,2,51,Nets,FC Barcelona Basquet (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
281,2781,Romain Sato,2004,2,52,Spurs,Xavier,College/University,1,G,74.0,204.0,83.0,6.0,,,31.5,35.5,11.27,,3.18,8.0,26.18918918918919,0.4797297297297297
282,2782,Matt Freije,2004,2,53,Heat,Vanderbilt,College/University,1,F,80.25,234.0,85.0,10.8,,,29.5,31.0,11.15,,3.25,13.0,25.543540920604418,0.3862928348909657
283,2783,Rickey Paulding,2004,2,54,Pistons,Missouri,College/University,0,,,,,,,,,,,,,,,
284,2784,Luis Flores,2004,2,55,Rockets,Manhattan,College/University,1,G,72.5,202.0,79.5,6.0,,,29.0,32.0,10.97,,3.1,15.0,27.016599286563615,0.4413793103448276
285,2785,Marcus Douthit,2004,2,56,Lakers,Providence,College/University,0,,,,,,,,,,,,,,,
286,2807,Sergei Karaulov,2004,2,57,Spurs,Sakha-Yakutia Yakutsk (Russia),Other Team/Club,0,,,,,,,,,,,,,,,
287,2786,Blake Stepp,2004,2,58,Timberwolves,Gonzaga,College/University,1,,,,,,,,,,,,,,,
288,2787,Rashad Wright,2004,2,59,Pacers,Georgia,College/University,1,,,,,,,,,,,,,,,
289,101106,Andrew Bogut,2005,1,1,Bucks,Utah,College/University,1,F,83.0,250.6,87.0,,,,27.5,33.5,12.06,,3.51,13.0,25.57291334010742,0.4036144578313253
290,101107,Marvin Williams,2005,1,2,Hawks,North Carolina,College/University,1,F,79.0,228.2,87.5,,,,29.5,35.0,11.11,,3.17,12.0,25.70495112962666,0.4430379746835443
291,101114,Deron Williams,2005,1,3,Jazz,Illinois,College/University,1,G,73.75,202.4,78.25,,,,30.0,35.0,10.83,,3.25,15.0,26.160243608158577,0.4745762711864407
292,101108,Chris Paul,2005,1,4,Hornets,Wake Forest,College/University,1,G,71.75,178.0,76.25,,,,32.0,38.0,11.09,,3.22,10.0,24.307008704731146,0.5296167247386759
293,101109,Raymond Felton,2005,1,5,Bobcats,North Carolina,College/University,1,G,71.5,199.4,76.25,,,,29.0,33.5,10.5,,3.06,6.0,27.420059660619103,0.46853146853146854
294,101110,Martell Webster,2005,1,6,Trail Blazers,Seattle Preparatory School,High School,1,F,78.0,229.6,83.0,,,,28.0,30.5,11.39,,3.39,7.0,26.530046022353716,0.391025641025641
295,101111,Charlie Villanueva,2005,1,7,Raptors,Connecticut,College/University,1,F,81.0,236.6,84.25,,,,26.0,31.0,10.86,,3.3,11.0,25.351287913427832,0.38271604938271603
296,101112,Channing Frye,2005,1,8,Knicks,Arizona,College/University,1,F,81.5,243.6,86.5,,,,27.5,31.0,11.6,,3.38,19.0,25.782046746207985,0.3803680981595092
297,101113,Ike Diogu,2005,1,9,Warriors,Arizona State,College/University,1,F,78.5,255.4,87.5,,,,28.0,31.0,11.94,,3.45,21.0,29.136468010872655,0.39490445859872614
298,101115,Andrew Bynum,2005,1,10,Lakers,Saint Joseph,High School,1,,,,,,,,,,,,,,,
299,101116,Fran Vazquez,2005,1,11,Magic,Baloncesto Malaga (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
300,101117,Yaroslav Korolev,2005,1,12,Clippers,PBC CSKA Moscow (Russia),Other Team/Club,1,,,,,,,,,,,,,,,
301,101118,Sean May,2005,1,13,Bobcats,North Carolina,College/University,1,F,79.0,258.8,85.25,,,,30.0,33.0,11.04,,3.29,12.0,29.151802595737863,0.4177215189873418
302,101119,Rashad McCants,2005,1,14,Timberwolves,North Carolina,College/University,1,G,74.75,201.0,82.75,,,,32.5,34.5,10.39,,3.11,15.0,25.28884464379593,0.46153846153846156
303,101120,Antoine Wright,2005,1,15,Nets,Texas A&M,College/University,1,G,77.25,202.6,80.75,,,,26.5,29.5,11.45,,3.41,12.0,23.866997622563648,0.3818770226537217
304,101121,Joey Graham,2005,1,16,Raptors,Oklahoma State,College/University,1,F,77.25,216.6,80.0,,,,30.0,36.0,10.62,,3.05,26.0,25.5162472114871,0.46601941747572817
305,101122,Danny Granger,2005,1,17,Pacers,New Mexico,College/University,1,,79.5,225.4,85.5,,,,31.0,34.0,10.84,,3.34,10.0,25.07119180412167,0.4276729559748428
306,101123,Gerald Green,2005,1,18,Celtics,Gulf Shores Academy,High School,1,F,78.0,192.0,81.75,,,,31.5,39.0,11.2,,3.21,7.0,22.185404339250493,0.5
307,101124,Hakim Warrick,2005,1,19,Grizzlies,Syracuse,College/University,1,F,79.25,215.0,86.0,,,,33.0,38.0,,,3.22,11.0,24.065519609111444,0.4794952681388013
308,101125,Julius Hodge,2005,1,20,Nuggets,North Carolina State,College/University,1,G,78.0,202.2,84.5,,,,24.5,29.0,10.89,,3.18,14.0,23.364003944773177,0.3717948717948718
309,101126,Nate Robinson,2005,1,21,Suns,Washington,College/University,1,,,,,,,,,,,,,,,
310,101127,Jarrett Jack,2005,1,22,Nuggets,Georgia Tech,College/University,1,G,74.5,197.6,79.5,,,,26.0,28.5,10.87,,3.24,5.0,25.02820593666952,0.3825503355704698
311,101128,Francisco Garcia,2005,1,23,Kings,Louisville,College/University,1,G,77.75,189.6,82.75,,,,27.5,31.5,10.63,,3.33,5.0,22.04920131098727,0.40514469453376206
312,101129,Luther Head,2005,1,24,Rockets,Illinois,College/University,1,G,74.0,178.8,77.25,,,,31.5,38.5,11.12,,3.21,14.0,22.95405405405406,0.5202702702702703
313,101130,Johan Petro,2005,1,25,SuperSonics,Elan Bearnais Pau-Orthez (France),Other Team/Club,1,,,,,,,,,,,,,,,
314,101131,Jason Maxiell,2005,1,26,Pistons,Cincinnati,College/University,1,F,77.0,257.6,87.25,,,,,,,,,,30.54356552538371,
315,101132,Linas Kleiza,2005,1,27,Trail Blazers,Missouri,College/University,1,,,,,,,,,,,,,,,
316,101133,Ian Mahinmi,2005,1,28,Spurs,STB Le Havre (France),Other Team/Club,1,,,,,,,,,,,,,,,
317,101134,Wayne Simien,2005,1,29,Heat,Kansas,College/University,1,F,79.25,255.8,84.0,,,,27.0,27.5,11.05,,3.35,11.0,28.632371702375387,0.3470031545741325
318,101135,David Lee,2005,1,30,Knicks,Florida,College/University,1,F,79.75,229.5,84.0,,,,30.5,32.5,10.8,,3.19,14.0,25.367439392301566,0.40752351097178685
319,101136,Salim Stoudamire,2005,2,31,Hawks,Arizona,College/University,1,,,,,,,,,,,,,,,
320,101137,Daniel Ewing,2005,2,32,Clippers,Duke,College/University,1,,,,,,,,,,,,,,,
321,101138,Brandon Bass,2005,2,33,Hornets,Louisiana State,College/University,1,,,,,,,,,,,,,,,
322,101139,CJ Miles,2005,2,34,Jazz,Skyline,High School,1,,,,,,,,,,,,,,,
323,101140,Ricky Sanchez,2005,2,35,Trail Blazers,IMG Academy,High School,0,,,,,,,,,,,,,,,
324,101141,Ersan Ilyasova,2005,2,36,Bucks,Ulkerspor (Turkey),Other Team/Club,1,F,79.75,208.8,85.25,,,,22.0,30.0,11.59,,3.56,2.0,23.079395839270447,0.3761755485893417
325,101142,Ronny Turiaf,2005,2,37,Lakers,Gonzaga,College/University,1,F,80.0,237.8,85.5,,,,30.5,33.0,11.5,,3.23,15.0,26.120843750000002,0.4125
326,101143,Travis Diener,2005,2,38,Magic,Marquette,College/University,1,G,71.75,165.2,71.75,,,,24.5,31.0,10.85,,3.26,1.0,22.55908897764936,0.43205574912891986
327,101144,Von Wafer,2005,2,39,Lakers,Florida State,College/University,1,,,,,,,,,,,,,,,
328,101145,Monta Ellis,2005,2,40,Warriors,Lanier,High School,1,G,74.25,176.6,74.75,,,,26.5,31.5,12.13,,3.31,0.0,22.519207790588258,0.42424242424242425
329,101146,Roko Ukic,2005,2,41,Raptors,KK Split (Croatia),Other Team/Club,1,,,,,,,,,,,,,,,
330,101147,Chris Taft,2005,2,42,Warriors,Pittsburgh,College/University,1,F,80.5,261.0,85.75,,,,28.5,33.0,11.26,,3.27,14.0,28.31418540951352,0.40993788819875776
331,101148,Mile Ilic,2005,2,43,Nets,KK FMP (Serbia),Other Team/Club,1,,,,,,,,,,,,,,,
332,101149,Martynas Andriuskevicius,2005,2,44,Magic,BC Zalgiris (Lithuania),Other Team/Club,1,F,85.25,227.8,83.25,,,,24.0,27.5,11.94,,3.42,0.0,22.03536605292352,0.3225806451612903
333,101150,Lou Williams,2005,2,45,76ers,South Gwinnett,High School,1,,,,,,,,,,,,,,,
334,101151,Erazem Lorbek,2005,2,46,Pacers,Fortitudo Pallacanestro Bologna (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
335,101152,Bracey Wright,2005,2,47,Timberwolves,Indiana,College/University,1,G,73.25,186.8,82.0,,,,30.0,36.0,11.58,,3.27,8.0,24.474675301983716,0.49146757679180886
336,101153,Mickael Gelabale,2005,2,48,SuperSonics,Real Madrid Baloncesto (Spain),Other Team/Club,1,,,,,,,,,,,,,,,
337,101154,Andray Blatche,2005,2,49,Wizards,South Kent School,High School,1,,,,,,,,,,,,,,,
338,101155,Ryan Gomes,2005,2,50,Celtics,Providence,College/University,1,,,,,,,,,,,,,,,
339,101156,Robert Whaley,2005,2,51,Jazz,Walsh,College/University,1,F,80.0,269.4,86.0,,,,28.5,33.5,12.11,,3.25,15.0,29.59190625,0.41875
340,101157,Axel Hervelle,2005,2,52,Nuggets,Real Madrid Baloncesto (Spain),Other Team/Club,0,,,,,,,,,,,,,,,
341,101158,Orien Greene,2005,2,53,Celtics,Louisiana-Lafayette,College/University,1,,,,,,,,,,,,,,,
342,101159,Dijon Thompson,2005,2,54,Knicks,California-Los Angeles,College/University,1,G,78.25,195.8,81.75,,,,,,,,,,22.480155967704068,
343,101160,Lawrence Roberts,2005,2,55,SuperSonics,Mississippi,College/University,1,,,,,,,,,,,,,,,
344,101161,Amir Johnson,2005,2,56,Pistons,Westchester,High School,1,,,,,,,,,,,,,,,
345,101162,Marcin Gortat,2005,2,57,Suns,Koln 99ers (Germany),Other Team/Club,1,F,83.0,225.2,87.5,,,,29.5,36.0,11.48,,3.33,18.0,22.98092611409493,0.43373493975903615
346,101166,Uros Slokar,2005,2,58,Raptors,Pallalcesto Amatori Udine (Italy),Other Team/Club,1,,,,,,,,,,,,,,,
347,101164,Cenk Akyol,2005,2,59,Hawks,Anadolu Efes S.K. (Turkey),Other Team/Club,0,,,,,,,,,,,,,,,
348,101165,Alex Acker,2005,2,60,Pistons,Pepperdine,College/University,1,G,75.75,183.0,84.0,,,,28.0,32.0,11.67,,3.35,11.0,22.42028559291573,0.42244224422442245
