Age,G,MP,Totals_FG,Totals_FGA,Totals_3P,Totals_3PA,Totals_FT,Totals_FTA,Totals_ORB,Totals_TRB,Totals_AST,Totals_STL,Totals_BLK,Totals_TOV,Totals_PF,Totals_PTS,Shooting_FG%,Shooting_3P%,Shooting_FT%,Per Game_MP,Per Game_PTS,Per Game_TRB,Per Game_AST,OVERALL_PICK
22.0,32,962.0,220,385,23,53,128,165,83.0,269,33,21.0,63.0,80.0,90.0,591,0.571,0.434,0.776,30.1,18.5,8.4,1.0,19
19.0,37,1123.0,228,439,16,40,175,228,116.0,340,46,43.0,39.0,71.0,109.0,647,0.519,0.4,0.768,30.4,17.5,9.2,1.2,21
21.0,30,763.0,98,173,0,0,38,60,80.0,175,21,15.0,88.0,43.0,85.0,234,0.566,0.36,0.633,25.4,7.8,5.8,0.7,22
20.0,35,1177.0,217,458,134,305,128,153,16.0,101,42,29.0,11.0,55.0,42.0,696,0.474,0.439,0.837,33.6,19.9,2.9,1.2,23
20.0,36,1245.0,198,440,50,148,199,270,36.0,138,101,91.0,15.0,102.0,86.0,645,0.45,0.338,0.737,34.6,17.9,3.8,2.8,24
18.0,35,1062.0,198,447,9,56,154,264,80.0,176,130,66.0,13.0,132.0,93.0,559,0.443,0.161,0.583,30.3,16.0,5.0,3.7,25
23.0,34,697.0,89,146,0,0,48,76,99.0,242,18,18.0,32.0,42.0,78.0,226,0.61,0.36,0.632,20.5,6.6,7.1,0.5,26
19.0,33,955.0,131,276,9,40,54,83,65.0,220,41,45.0,27.0,70.0,72.0,325,0.475,0.225,0.651,28.9,9.8,6.7,1.2,27
21.0,30,1073.0,180,328,8,18,124,159,110.0,314,35,25.0,23.0,73.0,67.0,492,0.549,0.444,0.78,35.8,16.4,10.5,1.2,27
18.0,40,1303.0,145,352,26,80,85,119,17.0,101,191,37.0,11.0,109.0,91.0,401,0.412,0.325,0.714,32.6,10.0,2.5,4.8,29
22.0,26,603.0,89,165,0,0,84,139,62.0,154,8,11.0,52.0,58.0,82.0,262,0.539,0.36,0.604,23.2,10.1,5.9,0.3,30
26.0,35,979.0,157,259,0,0,64,116,107.0,283,16,26.0,82.0,73.0,68.0,378,0.606,0.36,0.552,28.0,10.8,8.1,0.5,33
21.0,35,1153.0,217,436,61,177,119,162,70.0,294,73,88.0,35.0,44.0,93.0,614,0.498,0.345,0.735,32.9,17.5,8.4,2.1,34
21.0,37,1229.0,212,472,52,134,125,173,79.0,394,141,54.0,35.0,112.0,105.0,601,0.449,0.388,0.723,33.2,16.2,10.6,3.8,35
18.0,31,807.0,133,323,40,125,77,120,65.0,152,65,18.0,12.0,80.0,80.0,383,0.412,0.32,0.642,26.0,12.4,4.9,2.1,36
22.0,31,1067.0,207,459,70,164,127,182,52.0,179,91,34.0,23.0,76.0,57.0,611,0.451,0.427,0.698,34.4,19.7,5.8,2.9,36
21.0,38,1130.0,158,274,3,5,136,174,99.0,282,38,35.0,70.0,71.0,117.0,455,0.577,0.6,0.782,29.7,12.0,7.4,1.0,37
19.0,37,903.0,138,309,24,69,93,114,54.0,182,53,25.0,24.0,66.0,69.0,393,0.447,0.348,0.816,24.4,10.6,4.9,1.4,38
20.0,20,575.0,102,246,20,77,39,52,26.0,99,45,19.0,5.0,43.0,37.0,263,0.415,0.26,0.75,28.8,13.2,5.0,2.3,39
21.0,35,1236.0,230,452,37,107,134,179,70.0,279,102,50.0,25.0,75.0,74.0,631,0.509,0.346,0.749,35.3,18.0,8.0,2.9,40
21.0,39,1303.0,226,474,58,152,137,199,8.0,91,186,52.0,6.0,138.0,77.0,647,0.477,0.382,0.688,33.4,16.6,2.3,4.8,41
20.0,40,1249.0,175,369,76,163,123,149,15.0,108,60,19.0,2.0,44.0,72.0,549,0.474,0.466,0.826,31.2,13.7,2.7,1.5,42
23.0,32,999.0,215,382,6,20,139,172,70.0,265,37,21.0,15.0,67.0,56.0,575,0.563,0.3,0.808,31.2,18.0,8.3,1.2,43
23.0,35,1175.0,171,328,78,170,87,120,30.0,148,56,45.0,10.0,59.0,83.0,507,0.521,0.459,0.725,33.6,14.5,4.2,1.6,44
19.0,31,663.0,74,120,0,0,49,70,83.0,167,10,8.0,33.0,30.0,71.0,197,0.617,0.36,0.7,21.4,6.4,5.4,0.3,45
21.0,33,990.0,158,320,3,12,107,137,109.0,238,30,25.0,43.0,57.0,83.0,426,0.494,0.25,0.781,30.0,12.9,7.2,0.9,45
21.0,40,1043.0,143,302,56,149,55,69,36.0,110,82,33.0,13.0,58.0,87.0,397,0.474,0.376,0.797,26.1,9.9,2.8,2.1,46
21.0,33,1139.0,239,538,79,190,124,172,30.0,173,76,28.0,7.0,108.0,71.0,681,0.444,0.416,0.721,34.5,20.6,5.2,2.3,47
21.0,36,1125.0,205,358,6,32,156,224,114.0,372,51,25.0,97.0,95.0,117.0,572,0.573,0.188,0.696,31.3,15.9,10.3,1.4,49
23.0,37,1192.0,164,390,51,148,117,157,56.0,174,56,50.0,23.0,55.0,62.0,496,0.421,0.345,0.745,32.2,13.4,4.7,1.5,51
22.0,34,1120.0,210,470,77,200,126,165,22.0,119,93,32.0,4.0,80.0,68.0,623,0.447,0.385,0.764,32.9,18.3,3.5,2.7,55
22.0,35,1128.0,194,465,72,188,113,137,55.0,251,66,23.0,42.0,32.0,73.0,573,0.417,0.383,0.825,32.2,16.4,7.2,1.9,58
21.0,35,1212.0,200,435,99,243,120,134,35.0,176,74,54.0,1.0,41.0,34.0,619,0.46,0.407,0.896,34.6,17.7,5.0,2.1,59
22.0,33,868.0,117,229,0,2,150,197,67.0,208,24,12.0,47.0,60.0,72.0,384,0.511,0.0,0.761,26.3,11.6,6.3,0.7,60
19.0,35,950.0,202,379,36,96,124,177,86.0,285,34,24.0,43.0,65.0,80.0,564,0.533,0.375,0.701,27.1,16.1,8.1,1.0,1
20.0,36,1021.0,182,304,30,68,97,130,93.0,227,74,78.0,28.0,83.0,89.0,491,0.599,0.441,0.746,28.4,13.6,6.3,2.1,2
19.0,31,1097.0,168,350,43,102,122,157,55.0,232,84,57.0,28.0,47.0,61.0,501,0.48,0.422,0.777,35.4,16.2,7.5,2.7,3
20.0,36,1062.0,199,353,0,2,196,259,101.0,289,47,37.0,45.0,81.0,80.0,594,0.564,0.0,0.757,29.5,16.5,8.0,1.3,4
19.0,38,1004.0,173,324,1,8,105,153,109.0,298,37,8.0,78.0,60.0,101.0,452,0.534,0.125,0.686,26.4,11.9,7.8,1.0,5
18.0,24,765.0,98,166,0,0,55,104,65.0,227,38,50.0,106.0,45.0,62.0,251,0.59,0.36,0.529,31.9,10.5,9.5,1.6,6
19.0,37,1191.0,198,400,73,174,120,138,47.0,192,73,37.0,25.0,77.0,69.0,589,0.495,0.42,0.87,32.2,15.9,5.2,2.0,7
19.0,32,1086.0,186,430,84,225,135,169,37.0,226,58,65.0,17.0,64.0,70.0,591,0.433,0.373,0.799,33.9,18.5,7.1,1.8,8
20.0,39,1378.0,259,560,76,198,133,166,21.0,124,260,62.0,20.0,86.0,73.0,727,0.463,0.384,0.801,35.3,18.6,3.2,6.7,9
21.0,12,372.0,96,194,33,64,62,73,12.0,60,35,17.0,4.0,32.0,21.0,287,0.495,0.516,0.849,31.0,23.9,5.0,2.9,10
21.0,40,1409.0,155,394,35,119,129,186,51.0,199,291,109.0,20.0,138.0,92.0,474,0.393,0.294,0.694,35.2,11.9,5.0,7.3,11
19.0,32,749.0,100,175,0,0,31,70,90.0,203,20,21.0,65.0,35.0,52.0,231,0.571,0.36,0.443,23.4,7.2,6.3,0.6,12
21.0,32,845.0,215,342,9,30,132,170,77.0,235,55,22.0,36.0,77.0,72.0,571,0.629,0.3,0.776,26.4,17.8,7.3,1.7,13
20.0,32,987.0,202,456,40,106,128,180,87.0,167,27,23.0,4.0,51.0,53.0,572,0.443,0.377,0.711,30.8,17.9,5.2,0.8,14
20.0,36,1311.0,183,382,69,170,87,112,17.0,138,164,71.0,4.0,82.0,59.0,522,0.479,0.406,0.777,36.4,14.5,3.8,4.6,18
21.0,35,1093.0,144,341,64,164,86,102,14.0,92,101,29.0,17.0,72.0,46.0,438,0.422,0.39,0.843,31.2,12.5,2.6,2.9,20
23.0,33,1026.0,125,234,0,0,73,112,113.0,310,66,44.0,83.0,59.0,85.0,323,0.534,0.36,0.652,31.1,9.8,9.4,2.0,21
22.0,36,1248.0,221,369,0,0,173,254,98.0,358,70,36.0,52.0,103.0,92.0,615,0.599,0.36,0.681,34.7,17.1,9.9,1.9,22
21.0,35,1154.0,158,345,57,146,95,124,61.0,187,95,40.0,20.0,77.0,76.0,468,0.458,0.39,0.766,33.0,13.4,5.3,2.7,23
20.0,38,1324.0,201,460,73,195,77,111,9.0,177,93,26.0,17.0,71.0,73.0,552,0.437,0.374,0.694,34.8,14.5,4.7,2.4,24
21.0,31,1036.0,132,275,19,58,54,98,92.0,347,44,67.0,41.0,74.0,77.0,337,0.48,0.328,0.551,33.4,10.9,11.2,1.4,26
18.0,33,1048.0,157,357,17,64,135,212,48.0,152,88,36.0,15.0,101.0,97.0,466,0.44,0.266,0.637,31.8,14.1,4.6,2.7,29
20.0,33,1195.0,215,468,64,184,113,139,33.0,200,87,37.0,23.0,83.0,69.0,607,0.459,0.348,0.813,36.2,18.4,6.1,2.6,31
22.0,35,1235.0,189,378,52,139,81,122,73.0,285,57,50.0,39.0,70.0,105.0,511,0.5,0.374,0.664,35.3,14.6,8.1,1.6,33
21.0,31,1131.0,215,499,94,254,152,185,19.0,110,133,47.0,4.0,98.0,58.0,676,0.431,0.37,0.822,36.5,21.8,3.5,4.3,34
21.0,33,1208.0,214,436,42,130,147,205,43.0,167,147,64.0,20.0,68.0,66.0,617,0.491,0.323,0.717,36.6,18.7,5.1,4.5,36
20.0,32,1037.0,140,318,30,100,106,157,78.0,273,26,31.0,87.0,78.0,93.0,416,0.44,0.3,0.675,32.4,13.0,8.5,0.8,37
21.0,33,1256.0,242,499,64,169,187,230,36.0,184,193,57.0,4.0,77.0,51.0,735,0.485,0.379,0.813,38.1,22.3,5.6,5.8,38
22.0,37,1144.0,185,318,1,1,137,192,79.0,315,35,28.0,146.0,73.0,77.0,508,0.582,1.0,0.714,30.9,13.7,8.5,0.9,39
19.0,34,606.0,63,154,32,79,18,22,37.0,122,18,16.0,33.0,19.0,44.0,176,0.409,0.405,0.818,17.8,5.2,3.6,0.5,40
21.0,32,1058.0,165,401,40,147,171,219,56.0,304,105,51.0,26.0,110.0,83.0,541,0.411,0.272,0.781,33.1,16.9,9.5,3.3,41
21.0,36,1252.0,216,506,88,245,192,240,24.0,135,255,54.0,0.0,122.0,80.0,712,0.427,0.359,0.8,34.8,19.8,3.8,7.1,42
21.0,34,1079.0,227,446,4,16,179,227,98.0,378,78,17.0,80.0,58.0,74.0,637,0.509,0.25,0.789,31.7,18.7,11.1,2.3,44
21.0,32,1166.0,261,550,61,157,218,267,15.0,127,121,42.0,6.0,69.0,44.0,801,0.475,0.389,0.816,36.4,25.0,4.0,3.8,46
21.0,23,664.0,96,212,35,83,69,85,37.0,122,38,16.0,37.0,23.0,55.0,296,0.453,0.422,0.812,28.9,12.9,5.3,1.7,48
22.0,36,952.0,164,318,72,159,40,51,58.0,199,50,23.0,25.0,51.0,101.0,440,0.516,0.453,0.784,26.4,12.2,5.5,1.4,49
22.0,33,1093.0,182,371,55,154,126,151,65.0,221,70,58.0,43.0,99.0,75.0,545,0.491,0.357,0.834,33.1,16.5,6.7,2.1,50
19.0,35,457.0,55,119,16,39,26,41,34.0,89,22,8.0,12.0,34.0,33.0,152,0.462,0.41,0.634,13.1,4.3,2.5,0.6,51
22.0,32,912.0,174,331,9,17,154,194,66.0,225,40,20.0,27.0,42.0,78.0,511,0.526,0.529,0.794,28.5,16.0,7.0,1.3,51
22.0,33,1129.0,140,334,20,76,108,140,22.0,143,239,65.0,19.0,114.0,65.0,408,0.419,0.263,0.771,34.2,12.4,4.3,7.2,52
21.0,31,568.0,58,130,0,0,51,89,62.0,155,33,14.0,20.0,48.0,72.0,167,0.446,0.36,0.573,18.3,5.4,5.0,1.1,53
23.0,35,1033.0,183,307,0,0,131,222,117.0,342,46,20.0,25.0,69.0,91.0,497,0.596,0.36,0.59,29.5,14.2,9.8,1.3,53
22.0,35,1016.0,113,190,0,1,102,151,98.0,350,48,71.0,23.0,52.0,66.0,328,0.595,0.0,0.675,29.0,9.4,10.0,1.4,54
21.0,33,970.0,136,229,0,1,126,185,85.0,340,70,69.0,32.0,65.0,86.0,398,0.594,0.0,0.681,29.4,12.1,10.3,2.1,54
22.0,40,1247.0,139,344,38,132,85,98,12.0,94,228,90.0,6.0,106.0,103.0,401,0.404,0.288,0.867,31.2,10.0,2.4,5.7,56
21.0,34,731.0,93,188,0,0,41,72,58.0,163,10,4.0,45.0,41.0,61.0,227,0.495,0.36,0.569,21.5,6.7,4.8,0.3,57
22.0,34,878.0,138,216,0,0,106,142,106.0,286,12,20.0,54.0,47.0,79.0,382,0.639,0.36,0.746,25.8,11.2,8.4,0.4,57
21.0,37,1309.0,259,583,72,209,141,169,63.0,220,48,19.0,11.0,52.0,54.0,731,0.444,0.344,0.834,35.4,19.8,5.9,1.3,58
18.0,35,1148.0,189,422,43,126,176,227,76.0,205,54,41.0,34.0,80.0,94.0,597,0.448,0.341,0.775,32.8,17.1,5.9,1.5,1
18.0,35,1074.0,236,499,38,106,160,214,105.0,306,41,37.0,43.0,81.0,83.0,670,0.473,0.358,0.748,30.7,19.1,8.7,1.2,2
19.0,28,647.0,107,171,1,5,98,143,65.0,227,38,25.0,72.0,66.0,94.0,313,0.626,0.2,0.685,23.1,11.2,8.1,1.4,3
18.0,38,1187.0,189,382,16,45,76,180,102.0,303,75,34.0,39.0,55.0,90.0,470,0.495,0.356,0.422,31.2,12.4,8.0,2.0,4
19.0,31,1014.0,163,386,49,164,182,250,44.0,183,148,89.0,18.0,82.0,91.0,557,0.422,0.299,0.728,32.7,18.0,5.9,4.8,6
19.0,40,1233.0,196,391,3,18,204,289,139.0,416,57,20.0,31.0,101.0,91.0,599,0.501,0.167,0.706,30.8,15.0,10.4,1.4,7
20.0,36,1281.0,185,394,92,208,168,204,15.0,105,118,20.0,11.0,67.0,47.0,630,0.47,0.442,0.824,35.6,17.5,2.9,3.3,8
18.0,30,794.0,113,216,16,33,96,134,71.0,269,18,26.0,41.0,64.0,81.0,338,0.523,0.485,0.716,26.5,11.3,9.0,0.6,9
19.0,35,1258.0,237,466,14,54,184,302,81.0,210,208,80.0,21.0,127.0,83.0,672,0.509,0.259,0.609,35.9,19.2,6.0,5.9,10
22.0,35,1181.0,330,627,96,214,178,206,57.0,244,55,8.0,5.0,62.0,67.0,934,0.526,0.449,0.864,33.7,26.7,7.0,1.6,11
18.0,37,904.0,127,288,48,128,47,68,18.0,94,66,33.0,6.0,42.0,73.0,349,0.441,0.375,0.691,24.4,9.4,2.5,1.8,13
20.0,35,1238.0,342,652,31,116,156,226,113.0,250,40,63.0,21.0,83.0,97.0,871,0.525,0.267,0.69,35.4,24.9,7.1,1.1,14
22.0,31,870.0,178,354,44,104,109,138,48.0,225,41,15.0,28.0,63.0,80.0,509,0.503,0.423,0.79,28.1,16.4,7.3,1.3,15
18.0,40,1296.0,183,450,82,235,125,177,41.0,171,67,30.0,8.0,75.0,83.0,573,0.407,0.349,0.706,32.4,14.3,4.3,1.7,17
19.0,34,1215.0,148,360,30,85,114,149,27.0,115,187,71.0,6.0,58.0,69.0,440,0.411,0.353,0.765,35.7,12.9,3.4,5.5,18
19.0,35,1131.0,195,455,81,230,115,142,37.0,140,94,63.0,15.0,60.0,73.0,586,0.429,0.352,0.81,32.3,16.7,4.0,2.7,19
21.0,8,198.0,30,55,0,2,16,24,23.0,66,12,15.0,6.0,13.0,25.0,76,0.545,0.0,0.667,24.8,9.5,8.3,1.5,21
19.0,36,1082.0,208,429,52,146,158,189,67.0,192,84,95.0,5.0,54.0,78.0,626,0.485,0.356,0.836,30.1,17.4,5.3,2.3,22
19.0,32,1050.0,127,287,47,129,27,41,31.0,153,64,13.0,14.0,30.0,41.0,328,0.443,0.364,0.659,32.8,10.3,4.8,2.0,23
21.0,35,1150.0,191,412,71,169,109,135,29.0,138,75,25.0,9.0,54.0,91.0,562,0.464,0.42,0.807,32.9,16.1,3.9,2.1,23
22.0,40,1404.0,213,496,87,215,207,238,38.0,234,195,73.0,13.0,114.0,84.0,720,0.429,0.405,0.87,35.1,18.0,5.9,4.9,24
23.0,32,1116.0,197,435,90,230,103,118,22.0,119,81,32.0,32.0,54.0,75.0,587,0.453,0.391,0.873,34.9,18.3,3.7,2.5,28
22.0,36,1266.0,156,346,26,77,64,102,91.0,295,43,21.0,69.0,43.0,76.0,402,0.451,0.338,0.627,35.2,11.2,8.2,1.2,29
20.0,36,1196.0,181,377,28,58,137,186,45.0,315,233,64.0,27.0,110.0,60.0,527,0.48,0.483,0.737,33.2,14.6,8.8,6.5,30
22.0,37,1066.0,149,338,72,180,73,114,22.0,109,84,35.0,8.0,48.0,88.0,443,0.441,0.4,0.64,28.8,12.0,2.9,2.3,33
22.0,36,986.0,187,386,66,177,151,179,48.0,213,27,29.0,28.0,70.0,83.0,591,0.484,0.373,0.844,27.4,16.4,5.9,0.8,34
20.0,37,1199.0,199,375,0,0,160,230,155.0,392,75,26.0,34.0,77.0,73.0,558,0.531,0.36,0.696,32.4,15.1,10.6,2.0,35
21.0,38,1103.0,188,401,50,120,70,89,55.0,228,17,26.0,54.0,56.0,90.0,496,0.469,0.417,0.787,29.0,13.1,6.0,0.4,37
20.0,17,529.0,61,131,26,63,102,119,8.0,52,64,26.0,4.0,30.0,32.0,250,0.466,0.413,0.857,31.1,14.7,3.1,3.8,38
19.0,32,1005.0,133,268,0,5,120,178,78.0,217,44,26.0,18.0,37.0,75.0,386,0.496,0.0,0.674,31.4,12.1,6.8,1.4,39
20.0,37,1194.0,182,373,33,108,87,115,54.0,164,44,35.0,11.0,46.0,55.0,484,0.488,0.306,0.757,32.3,13.1,4.4,1.2,40
21.0,38,1257.0,205,474,62,169,146,187,31.0,154,107,43.0,25.0,64.0,76.0,618,0.432,0.367,0.781,33.1,16.3,4.1,2.8,42
22.0,34,1201.0,190,402,55,145,149,194,36.0,179,99,34.0,35.0,55.0,86.0,584,0.473,0.379,0.768,35.3,17.2,5.3,2.9,44
22.0,36,1167.0,175,379,10,39,145,211,70.0,247,112,47.0,30.0,104.0,113.0,505,0.462,0.256,0.687,32.4,14.0,6.9,3.1,45
19.0,31,1052.0,167,384,43,115,134,171,35.0,120,79,29.0,17.0,83.0,73.0,511,0.435,0.374,0.784,33.9,16.5,3.9,2.5,46
21.0,35,1228.0,209,467,32,114,162,195,28.0,134,118,38.0,6.0,93.0,76.0,612,0.448,0.281,0.831,35.1,17.5,3.8,3.4,46
22.0,37,1084.0,225,481,70,181,153,217,29.0,122,172,74.0,4.0,105.0,92.0,673,0.468,0.387,0.705,29.3,18.2,3.3,4.6,47
22.0,36,1174.0,202,458,80,206,132,175,35.0,175,154,51.0,12.0,93.0,73.0,616,0.441,0.388,0.754,32.6,17.1,4.9,4.3,48
23.0,34,1119.0,237,426,1,3,219,298,76.0,251,53,19.0,51.0,68.0,72.0,694,0.556,0.333,0.735,32.9,20.4,7.4,1.6,49
21.0,30,909.0,165,347,42,100,88,121,63.0,171,30,15.0,94.0,65.0,67.0,460,0.476,0.42,0.727,30.3,15.3,5.7,1.0,50
21.0,34,1200.0,201,420,19,49,157,235,15.0,91,142,45.0,8.0,89.0,72.0,578,0.479,0.388,0.668,35.3,17.0,2.7,4.2,55
21.0,33,995.0,183,436,52,149,142,199,26.0,106,118,60.0,7.0,57.0,64.0,560,0.42,0.349,0.714,30.2,17.0,3.2,3.6,56
22.0,37,1190.0,223,512,79,225,167,212,26.0,128,91,25.0,38.0,77.0,78.0,692,0.436,0.351,0.788,32.2,18.7,3.5,2.5,58
19.0,31,546.0,54,131,9,34,25,39,13.0,45,38,24.0,1.0,29.0,59.0,142,0.412,0.265,0.641,17.6,4.6,1.5,1.2,59
23.0,36,1126.0,188,457,61,163,196,235,21.0,104,116,59.0,5.0,51.0,71.0,633,0.411,0.374,0.834,31.3,17.6,2.9,3.2,59
23.0,38,1103.0,184,368,14,38,137,214,107.0,312,37,15.0,49.0,51.0,83.0,519,0.5,0.368,0.64,29.0,13.7,8.2,1.0,60
19.0,39,822.0,145,256,2,8,109,134,92.0,261,44,18.0,88.0,53.0,115.0,401,0.566,0.25,0.813,21.1,10.3,6.7,1.1,1
18.0,35,1188.0,231,515,95,231,118,156,35.0,198,175,55.0,11.0,102.0,74.0,675,0.449,0.411,0.756,33.9,19.3,5.7,5.0,2
19.0,38,1143.0,279,420,0,0,99,194,134.0,322,49,29.0,54.0,95.0,81.0,657,0.664,0.36,0.51,30.1,17.3,8.5,1.3,3
21.0,39,1012.0,135,236,0,0,79,128,89.0,251,38,47.0,67.0,48.0,78.0,349,0.572,0.36,0.617,25.9,8.9,6.4,1.0,6
18.0,38,1081.0,174,390,43,116,132,178,75.0,247,63,57.0,15.0,82.0,100.0,523,0.446,0.371,0.742,28.4,13.8,6.5,1.7,8
21.0,39,1311.0,267,488,42,101,156,200,58.0,320,103,33.0,57.0,63.0,65.0,732,0.547,0.416,0.78,33.6,18.8,8.2,2.6,9
18.0,39,1135.0,173,356,46,110,100,156,49.0,252,82,52.0,34.0,71.0,108.0,492,0.486,0.418,0.641,29.1,12.6,6.5,2.1,10
18.0,34,755.0,117,257,17,62,94,112,44.0,222,20,10.0,89.0,47.0,82.0,345,0.455,0.274,0.839,22.2,10.1,6.5,0.6,11
19.0,36,828.0,117,240,4,29,75,102,65.0,188,38,19.0,16.0,41.0,57.0,313,0.488,0.138,0.735,23.0,8.7,5.2,1.1,12
18.0,38,816.0,135,287,58,141,53,64,17.0,76,42,17.0,2.0,37.0,58.0,381,0.47,0.411,0.828,21.5,10.0,2.0,1.1,13
20.0,35,1127.0,245,537,84,223,133,169,21.0,129,209,68.0,17.0,87.0,72.0,707,0.456,0.377,0.787,32.2,20.2,3.7,6.0,14
19.0,36,756.0,110,248,34,95,79,110,41.0,179,28,41.0,13.0,43.0,71.0,333,0.444,0.358,0.718,21.0,9.3,5.0,0.8,15
20.0,36,1260.0,214,521,48,157,139,176,43.0,200,108,72.0,6.0,79.0,62.0,615,0.411,0.306,0.79,35.0,17.1,5.6,3.0,16
18.0,23,742.0,144,328,54,141,68,98,14.0,111,36,18.0,8.0,50.0,54.0,410,0.439,0.383,0.694,32.3,17.8,4.8,1.6,17
20.0,40,1239.0,213,406,50,151,80,113,77.0,220,49,21.0,18.0,36.0,42.0,556,0.525,0.331,0.708,31.0,13.9,5.5,1.2,18
22.0,38,1408.0,204,427,50,158,170,218,13.0,115,253,63.0,19.0,82.0,75.0,628,0.478,0.316,0.78,37.1,16.5,3.0,6.7,19
22.0,35,1165.0,165,324,26,73,153,183,34.0,173,178,73.0,34.0,68.0,49.0,509,0.509,0.356,0.836,33.3,14.5,4.9,5.1,20
21.0,26,724.0,103,221,47,104,64,82,17.0,105,45,17.0,14.0,31.0,30.0,317,0.466,0.452,0.78,27.8,12.2,4.0,1.7,21
19.0,36,1076.0,250,466,14,30,115,156,133.0,321,42,39.0,50.0,56.0,78.0,629,0.536,0.467,0.737,29.9,17.5,8.9,1.2,22
20.0,38,1090.0,138,275,6,29,145,205,77.0,260,59,44.0,32.0,59.0,94.0,427,0.502,0.207,0.707,28.7,11.2,6.8,1.6,23
18.0,39,1322.0,135,324,47,124,144,162,19.0,137,217,59.0,3.0,76.0,46.0,461,0.417,0.379,0.889,33.9,11.8,3.5,5.6,24
20.0,33,1159.0,202,397,14,52,140,203,98.0,305,59,38.0,23.0,92.0,92.0,558,0.509,0.269,0.69,35.1,16.9,9.2,1.8,25
22.0,31,1082.0,185,360,14,42,114,145,44.0,224,76,37.0,37.0,70.0,69.0,498,0.514,0.333,0.786,34.9,16.1,7.2,2.5,27
19.0,16,450.0,54,113,1,1,40,71,36.0,110,18,27.0,33.0,35.0,41.0,149,0.478,1.0,0.563,28.1,9.3,6.9,1.1,29
18.0,36,1113.0,151,321,22,53,92,147,122.0,331,51,46.0,32.0,45.0,104.0,416,0.47,0.415,0.626,30.9,11.6,9.2,1.4,30
21.0,35,1229.0,213,376,9,37,114,191,111.0,321,49,33.0,42.0,69.0,74.0,549,0.566,0.243,0.597,35.1,15.7,9.2,1.4,32
20.0,31,1081.0,191,379,1,9,95,147,99.0,308,40,29.0,112.0,101.0,81.0,478,0.504,0.111,0.646,34.9,15.4,9.9,1.3,33
22.0,37,1320.0,176,408,79,179,116,146,42.0,256,94,28.0,7.0,72.0,78.0,547,0.431,0.441,0.795,35.7,14.8,6.9,2.5,34
23.0,31,1064.0,203,368,0,1,136,191,97.0,282,47,29.0,78.0,78.0,105.0,542,0.552,0.0,0.712,34.3,17.5,9.1,1.5,36
21.0,31,892.0,165,293,18,43,109,153,88.0,248,26,22.0,83.0,60.0,77.0,457,0.563,0.419,0.712,28.8,14.7,8.0,0.8,37
21.0,35,1007.0,170,386,79,204,82,103,16.0,109,74,63.0,12.0,42.0,78.0,501,0.44,0.387,0.796,28.8,14.3,3.1,2.1,38
21.0,32,1162.0,184,399,46,128,99,124,28.0,143,115,67.0,16.0,85.0,79.0,513,0.461,0.359,0.798,36.3,16.0,4.5,3.6,40
22.0,38,1351.0,166,356,93,220,50,64,41.0,282,57,27.0,36.0,44.0,75.0,475,0.466,0.423,0.781,35.6,12.5,7.4,1.5,41
21.0,32,1204.0,225,496,65,184,110,145,24.0,135,135,41.0,1.0,85.0,68.0,625,0.454,0.353,0.759,37.6,19.5,4.2,4.2,42
20.0,32,1048.0,185,404,66,157,140,160,18.0,112,79,19.0,0.0,41.0,40.0,576,0.458,0.42,0.875,32.8,18.0,3.5,2.5,43
22.0,36,1322.0,265,592,91,255,124,134,19.0,160,135,41.0,1.0,87.0,51.0,745,0.448,0.357,0.925,36.7,20.7,4.4,3.8,43
20.0,39,994.0,101,267,36,94,126,159,13.0,87,139,40.0,8.0,64.0,70.0,364,0.378,0.383,0.792,25.5,9.3,2.2,3.6,44
21.0,33,1210.0,215,472,102,254,127,153,9.0,92,95,21.0,4.0,77.0,36.0,659,0.456,0.402,0.83,36.7,20.0,2.8,2.9,45
21.0,36,1244.0,213,467,38,119,127,169,21.0,169,75,66.0,16.0,80.0,91.0,591,0.456,0.319,0.751,34.6,16.4,4.7,2.1,46
19.0,39,635.0,79,156,0,0,90,144,67.0,179,29,14.0,36.0,42.0,69.0,248,0.506,0.36,0.625,16.3,6.4,4.6,0.7,48
22.0,34,1070.0,171,328,21,59,195,238,71.0,248,48,45.0,16.0,41.0,53.0,558,0.521,0.356,0.819,31.5,16.4,7.3,1.4,49
21.0,32,1182.0,230,490,128,297,150,176,20.0,116,82,36.0,4.0,64.0,60.0,738,0.469,0.431,0.852,36.9,23.1,3.6,2.6,51
22.0,33,1143.0,175,334,2,25,100,138,64.0,253,98,63.0,80.0,66.0,99.0,452,0.524,0.08,0.725,34.6,13.7,7.7,3.0,53
22.0,32,929.0,138,250,3,18,91,143,110.0,304,10,19.0,61.0,80.0,87.0,370,0.552,0.167,0.636,29.0,11.6,9.5,0.3,55
21.0,35,1055.0,182,340,0,0,51,104,102.0,318,59,42.0,58.0,67.0,72.0,415,0.535,0.36,0.49,30.1,11.9,9.1,1.7,56
19.0,33,1151.0,216,386,1,3,199,297,103.0,388,158,65.0,27.0,111.0,92.0,632,0.56,0.333,0.67,34.9,19.2,11.8,4.8,1
18.0,36,1246.0,214,484,80,195,116,170,67.0,244,72,41.0,49.0,72.0,74.0,624,0.442,0.41,0.682,34.6,17.3,6.8,2.0,2
