"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('Unnamed: 21_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 26_level_0', 'Awards')"
2005-06,23,LAL,NBA,C,3.0,0.0,25.0,0.6,5.0,1.0,0.6,0.2,0.0,0.2,0.0,0.6,0.667,1.0,,0.0,0.667,0.2,0.0,0.0,0.0,
2006-07,24,LAL,NBA,C,4.0,0.0,48.0,0.357,8.3,1.0,0.286,0.357,0.143,0.214,0.0,0.357,0.5,0.2,0.5,0.333,0.0,0.143,2.0,0.0,0.0,
2007-08,25,LAL,NBA,C,19.0,0.0,187.0,0.389,10.8,1.0,0.278,0.139,0.25,0.333,0.0,0.389,0.7,0.0,0.222,0.417,0.786,0.111,4.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
2010-11,28,NYK,NBA,C,4.0,4.0,75.0,0.667,1.5,1.0,0.917,0.083,0.0,0.0,0.0,0.667,0.727,0.0,,,0.75,0.0,0.0,0.0,0.0,
2011-12,29,MIA,NBA,C,12.0,7.0,121.0,0.556,2.1,1.0,0.889,0.056,0.056,0.0,0.0,0.556,0.625,0.0,0.0,,0.7,0.333,6.0,0.0,0.0,
2012-13,30,LAC,NBA,C,5.0,0.0,59.0,0.7,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,,,,0.714,0.1,1.0,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,47.0,11.0,515.0,0.495,4.9,1.0,0.568,0.137,0.126,0.168,0.0,0.495,0.667,0.154,0.25,0.375,0.66,0.147,13.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,19.0,899.0,0.495,4.9,1.0,0.568,0.137,0.126,0.168,0.0,0.495,0.667,0.154,0.25,0.375,0.66,0.147,23.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,
LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),LAL (3 Yrs),,26.0,0.0,260.0,0.4,8.1,1.0,0.309,0.2,0.2,0.291,0.0,0.4,0.647,0.182,0.273,0.375,0.591,0.127,6.0,0.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,12.0,7.0,121.0,0.556,2.1,1.0,0.889,0.056,0.056,0.0,0.0,0.556,0.625,0.0,0.0,,0.7,0.333,6.0,0.0,0.0,
LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),LAC (1 Yr),,5.0,0.0,59.0,0.7,1.5,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,,,,0.714,0.1,1.0,0.0,0.0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,4.0,4.0,75.0,0.667,1.5,1.0,0.917,0.083,0.0,0.0,0.0,0.667,0.727,0.0,,,0.75,0.0,0.0,0.0,0.0,
