Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2017-18,22,MIN,NBA,SF,5.0,5.0,164.0,30.0,68.0,0.441,7.0,21.0,0.333,23.0,47.0,0.489,0.493,12.0,20.0,0.6,5.0,21.0,26.0,10.0,2.0,2.0,9.0,14.0,79.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-22,26,GSW,NBA,SF,22.0,22.0,767.0,143.0,305.0,0.469,35.0,105.0,0.333,108.0,200.0,0.54,0.526,42.0,65.0,0.646,54.0,111.0,165.0,40.0,22.0,23.0,30.0,54.0,363.0,0.0,
2022-23,27,GSW,NBA,SF,13.0,12.0,442.0,83.0,181.0,0.459,19.0,64.0,0.297,64.0,117.0,0.547,0.511,32.0,47.0,0.681,24.0,49.0,73.0,25.0,11.0,15.0,17.0,45.0,217.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-25,29,MIA,NBA,SF,4.0,4.0,122.0,16.0,43.0,0.372,7.0,20.0,0.35,9.0,23.0,0.391,0.453,7.0,10.0,0.7,4.0,9.0,13.0,9.0,1.0,5.0,11.0,6.0,46.0,0.0,
4 Yrs,4 Yrs,4 Yrs,4 Yrs,,44.0,43.0,1495.0,272.0,597.0,0.456,68.0,210.0,0.324,204.0,387.0,0.527,0.513,93.0,142.0,0.655,87.0,190.0,277.0,84.0,36.0,45.0,67.0,119.0,705.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,80.0,2786.0,507.0,1113.0,0.456,127.0,391.0,0.324,380.0,721.0,0.527,0.513,173.0,265.0,0.655,162.0,354.0,516.0,157.0,67.0,84.0,125.0,222.0,1314.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,35.0,34.0,1209.0,226.0,486.0,0.465,54.0,169.0,0.32,172.0,317.0,0.543,0.521,74.0,112.0,0.661,78.0,160.0,238.0,65.0,33.0,38.0,47.0,99.0,580.0,0.0,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,5.0,5.0,164.0,30.0,68.0,0.441,7.0,21.0,0.333,23.0,47.0,0.489,0.493,12.0,20.0,0.6,5.0,21.0,26.0,10.0,2.0,2.0,9.0,14.0,79.0,0.0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,4.0,4.0,122.0,16.0,43.0,0.372,7.0,20.0,0.35,9.0,23.0,0.391,0.453,7.0,10.0,0.7,4.0,9.0,13.0,9.0,1.0,5.0,11.0,6.0,46.0,0.0,
