Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,Awards
2011-12,24,DEN,NBA,C,7.0,0.0,181.0,6.8,15.6,0.434,0.0,0.0,,6.8,15.6,0.434,0.434,4.1,7.6,0.538,6.8,12.9,19.7,1.5,1.5,6.5,1.2,6.2,17.6,110.0,98.0,
2012-13,25,DEN,NBA,C,6.0,2.0,112.0,7.9,13.7,0.581,0.0,0.0,,7.9,13.7,0.581,0.581,3.1,7.9,0.389,7.5,6.2,13.7,0.0,1.8,2.6,4.8,7.5,19.0,96.0,108.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,28,DAL,NBA,C,2.0,0.0,14.0,3.7,7.5,0.5,0.0,0.0,,3.7,7.5,0.5,0.5,7.5,22.4,0.333,7.5,3.7,11.2,0.0,3.7,0.0,11.2,11.2,14.9,64.0,119.0,
2016-17,29,GSW,NBA,C,16.0,1.0,149.0,13.2,18.0,0.732,0.0,0.0,,13.2,18.0,0.732,0.732,4.2,5.8,0.722,7.1,8.4,15.4,1.3,0.6,4.8,2.6,10.0,30.5,138.0,103.0,
2017-18,30,GSW,NBA,C,13.0,9.0,158.0,12.3,18.3,0.672,0.0,0.3,0.0,12.3,18.0,0.684,0.672,1.9,2.8,0.667,5.0,8.2,13.2,1.3,0.9,3.5,1.6,6.3,26.5,131.0,102.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,32,LAL,NBA,C,14.0,11.0,135.0,7.3,11.7,0.625,0.0,0.7,0.0,7.3,11.0,0.667,0.625,0.4,0.7,0.5,5.8,10.2,16.1,2.6,0.7,3.7,3.3,8.0,15.0,115.0,106.0,
2020-21,33,DEN,NBA,C,4.0,0.0,34.0,4.4,14.7,0.3,0.0,2.9,0.0,4.4,11.7,0.375,0.3,2.9,8.8,0.333,4.4,13.2,17.6,4.4,1.5,7.3,1.5,5.9,11.7,86.0,110.0,
2021-22,34,PHO,NBA,C,12.0,0.0,133.0,13.6,19.4,0.7,0.0,0.4,0.0,13.6,19.0,0.714,0.7,4.3,5.0,0.846,6.2,12.4,18.6,2.7,1.2,1.9,3.5,10.5,31.4,132.0,112.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,74.0,23.0,916.0,9.9,16.0,0.616,0.0,0.3,0.0,9.9,15.7,0.629,0.616,3.1,5.4,0.571,6.3,9.9,16.2,1.6,1.2,4.1,2.7,8.0,22.8,119.0,105.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,17.0,2.0,327.0,6.9,14.8,0.468,0.0,0.3,0.0,6.9,14.5,0.478,0.468,3.6,7.9,0.46,6.8,10.5,17.3,1.3,1.6,5.2,2.5,6.6,17.5,102.0,103.0,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,29.0,10.0,307.0,12.7,18.1,0.702,0.0,0.2,0.0,12.7,18.0,0.708,0.702,3.0,4.3,0.704,6.0,8.3,14.3,1.3,0.8,4.1,2.1,8.1,28.5,135.0,102.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,14.0,11.0,135.0,7.3,11.7,0.625,0.0,0.7,0.0,7.3,11.0,0.667,0.625,0.4,0.7,0.5,5.8,10.2,16.1,2.6,0.7,3.7,3.3,8.0,15.0,115.0,106.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,12.0,0.0,133.0,13.6,19.4,0.7,0.0,0.4,0.0,13.6,19.0,0.714,0.7,4.3,5.0,0.846,6.2,12.4,18.6,2.7,1.2,1.9,3.5,10.5,31.4,132.0,112.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,2.0,0.0,14.0,3.7,7.5,0.5,0.0,0.0,,3.7,7.5,0.5,0.5,7.5,22.4,0.333,7.5,3.7,11.2,0.0,3.7,0.0,11.2,11.2,14.9,64.0,119.0,
