"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","('Unnamed: 22_level_0', '2P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 25_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 28_level_0', 'Awards')"
2011-12,24,DEN,NBA,C,7.0,0.0,181.0,0.434,3.6,1.0,0.566,0.377,0.038,0.019,0.0,0.434,0.5,0.4,0.0,0.0,,0.652,0.208,11.0,,0.0,0.0,
2012-13,25,DEN,NBA,C,6.0,2.0,112.0,0.581,2.8,1.0,0.677,0.323,0.0,0.0,0.0,0.581,0.571,0.6,,,,0.778,0.29,8.0,,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015-16,28,DAL,NBA,C,2.0,0.0,14.0,0.5,12.8,1.0,0.0,0.5,0.0,0.5,0.0,0.5,,1.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,
2016-17,29,GSW,NBA,C,16.0,1.0,149.0,0.732,1.6,1.0,0.911,0.071,0.0,0.018,0.0,0.732,0.725,0.75,,1.0,,0.878,0.411,21.0,,0.0,0.0,
2017-18,30,GSW,NBA,C,13.0,9.0,158.0,0.672,3.3,0.983,0.672,0.224,0.086,0.0,0.017,0.684,0.795,0.385,0.6,,0.0,0.821,0.293,16.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-20,32,LAL,NBA,C,14.0,11.0,135.0,0.625,4.0,0.938,0.688,0.219,0.031,0.0,0.063,0.667,0.773,0.429,0.0,,0.0,0.75,0.344,7.0,0.0,0.0,0.0,
2020-21,33,DEN,NBA,C,4.0,0.0,34.0,0.3,8.4,0.8,0.4,0.3,0.1,0.0,0.2,0.375,0.25,0.667,0.0,,0.0,0.0,0.1,1.0,0.0,0.0,0.0,
2021-22,34,PHO,NBA,C,12.0,0.0,133.0,0.7,4.4,0.98,0.52,0.36,0.04,0.06,0.02,0.714,0.846,0.667,0.0,0.333,0.0,0.8,0.34,17.0,0.0,0.0,0.0,
8 Yrs,8 Yrs,8 Yrs,8 Yrs,,74.0,23.0,916.0,0.616,5.1,0.979,0.661,0.26,0.038,0.021,0.021,0.629,0.699,0.526,0.273,0.333,0.0,0.783,0.305,81.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,25.0,1015.0,0.616,5.1,0.979,0.661,0.26,0.038,0.021,0.021,0.629,0.699,0.526,0.273,0.333,0.0,0.783,0.305,90.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,17.0,2.0,327.0,0.468,5.0,0.979,0.585,0.351,0.032,0.011,0.021,0.478,0.509,0.485,0.0,0.0,0.0,0.659,0.223,20.0,0.0,0.0,0.0,
GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),GSW (2 Yrs),,29.0,10.0,307.0,0.702,2.4,0.991,0.789,0.149,0.044,0.009,0.009,0.708,0.756,0.471,0.6,1.0,0.0,0.85,0.351,37.0,0.0,0.0,0.0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,14.0,11.0,135.0,0.625,4.0,0.938,0.688,0.219,0.031,0.0,0.063,0.667,0.773,0.429,0.0,,0.0,0.75,0.344,7.0,0.0,0.0,0.0,
PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),PHO (1 Yr),,12.0,0.0,133.0,0.7,4.4,0.98,0.52,0.36,0.04,0.06,0.02,0.714,0.846,0.667,0.0,0.333,0.0,0.8,0.34,17.0,0.0,0.0,0.0,
DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),DAL (1 Yr),,2.0,0.0,14.0,0.5,12.8,1.0,0.0,0.5,0.0,0.5,0.0,0.5,,1.0,,0.0,,1.0,0.0,0.0,,0.0,0.0,
