Season,Team,Lg,Salary
2006-07,Portland Trail Blazers,NBA,"$4,027,320"
2007-08,Portland Trail Blazers,NBA,"$4,329,360"
2008-09,Portland Trail Blazers,NBA,"$4,631,400"
2009-10,Portland Trail Blazers,NBA,"$5,844,827"
2010-11,Portland Trail Blazers,NBA,"$11,244,000"
2011-12,Portland Trail Blazers,NBA,"$12,372,000"
2012-13,Portland Trail Blazers,NBA,"$13,500,000"
2013-14,Portland Trail Blazers,NBA,"$14,128,000"
2014-15,Portland Trail Blazers,NBA,"$16,006,000"
2015-16,San Antonio Spurs,NBA,"$19,500,000"
2016-17,San Antonio Spurs,NBA,"$20,575,005"
2017-18,San Antonio Spurs,NBA,"$21,461,010"
2018-19,San Antonio Spurs,NBA,"$22,347,015"
2019-20,San Antonio Spurs,NBA,"$26,000,000"
2020-21,San Antonio Spurs,NBA,"$16,750,000"
2020-21,Brooklyn Nets,NBA,"$554,988"
2021-22,Brooklyn Nets,NBA,"$2,641,691"
Career,(may be incomplete),,"$215,912,616"
