"('Game Highs', 'Season')","('Game Highs', 'Age')","('Game Highs', 'Tm')","('Game Highs', 'Lg')","('Game Highs', 'MP')","('Game Highs', 'FG')","('Game Highs', 'FGA')","('Game Highs', '3P')","('Game Highs', '3PA')","('Game Highs', '2P')","('Game Highs', '2PA')","('Game Highs', 'FT')","('Game Highs', 'FTA')","('Game Highs', 'ORB')","('Game Highs', 'DRB')","('Game Highs', 'TRB')","('Game Highs', 'AST')","('Game Highs', 'STL')","('Game Highs', 'BLK')","('Game Highs', 'TOV')","('Game Highs', 'PF')","('Game Highs', 'PTS')","('Game Highs', 'GmSc')"
2002-03,21.0,PHO,NBA,32:27,7.0,13.0,5.0,7.0,6.0,8.0,7.0,9.0,2.0,3.0,4.0,4.0,4.0,1.0,4.0,4.0,19.0,14.8
2003-04,22.0,PHO,NBA,41:51,6.0,11.0,5.0,7.0,3.0,7.0,5.0,6.0,4.0,6.0,7.0,6.0,3.0,2.0,4.0,5.0,18.0,15.4
2004-05,23.0,TOT,NBA,37:01,7.0,13.0,4.0,6.0,6.0,11.0,8.0,10.0,3.0,6.0,7.0,7.0,2.0,2.0,3.0,4.0,21.0,16.5
2004-05,23.0,PHO,NBA,30:37,5.0,13.0,4.0,6.0,3.0,7.0,4.0,5.0,2.0,5.0,7.0,3.0,2.0,1.0,3.0,4.0,14.0,11.3
2004-05,23.0,NOH,NBA,37:01,7.0,12.0,2.0,5.0,6.0,11.0,8.0,10.0,3.0,6.0,7.0,7.0,2.0,2.0,3.0,3.0,21.0,16.5
2007-08,26.0,MEM,NBA,26:36,4.0,8.0,2.0,6.0,4.0,5.0,4.0,4.0,2.0,6.0,7.0,7.0,1.0,1.0,3.0,4.0,12.0,11.4
Career,,,,41:51,7.0,13.0,5.0,7.0,6.0,11.0,8.0,10.0,4.0,6.0,7.0,7.0,4.0,2.0,4.0,5.0,21.0,16.5
,,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,PHO,NBA,41:51,7.0,13.0,5.0,7.0,6.0,8.0,7.0,9.0,4.0,6.0,7.0,6.0,4.0,2.0,4.0,5.0,19.0,15.4
1 Season,,MEM,NBA,26:36,4.0,8.0,2.0,6.0,4.0,5.0,4.0,4.0,2.0,6.0,7.0,7.0,1.0,1.0,3.0,4.0,12.0,11.4
1 Season,,NOH,NBA,37:01,7.0,12.0,2.0,5.0,6.0,11.0,8.0,10.0,3.0,6.0,7.0,7.0,2.0,2.0,3.0,3.0,21.0,16.5
