Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,2P,2PA,2P%,eFG%,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Awards
2023-24,20,IND,NBA,SG,7,0,3.6,0.3,0.9,0.333,0.0,0.0,0.3,0.9,0.333,0.333,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.1,0.4,0.3,0.6,
1 Yr,1 Yr,1 Yr,1 Yr,,7,0,3.6,0.3,0.9,0.333,0.0,0.0,0.3,0.9,0.333,0.333,0.0,0.0,0.0,0.4,0.4,0.3,0.0,0.1,0.4,0.3,0.6,
