Season,Age,Team,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Awards
2011-12,20,MIN,NBA,PF,66,15,1418,205,498,.412,37,138,.268,168,360,.467,.449,136,195,.697,77,234,311,38,30,31,77,95,583,0,
2012-13,21,MIN,NBA,PF,78,56,1916,338,786,.430,65,196,.332,273,590,.463,.471,192,272,.706,96,334,430,46,44,37,101,127,933,0,
2013-14,22,2TM,NBA,PF,78,15,1820,206,482,.427,26,99,.263,180,383,.470,.454,186,259,.718,71,252,323,56,48,20,76,114,624,0,
2013-14,22,MIN,NBA,PF,11,0,162,19,54,.352,2,15,.133,17,39,.436,.370,14,16,.875,3,23,26,1,4,4,6,9,54,0,
2013-14,22,SAC,NBA,SF,67,15,1658,187,428,.437,24,84,.286,163,344,.474,.465,172,243,.708,68,229,297,55,44,16,70,105,570,0,
2014-15,23,SAC,NBA,PF,74,6,1462,217,485,.447,49,156,.314,168,329,.511,.498,134,196,.684,41,161,202,50,34,4,56,67,617,0,
2015-16,24,NYK,NBA,SF,80,9,1435,254,565,.450,44,150,.293,210,415,.506,.488,194,256,.758,47,249,296,75,29,9,61,69,746,0,
2016-17,25,2TM,NBA,PF,50,11,804,108,244,.443,30,97,.309,78,147,.531,.504,58,89,.652,19,111,130,28,14,7,28,60,304,0,
2016-17,25,MIA,NBA,PF,25,11,377,54,137,.394,9,45,.200,45,92,.489,.427,31,50,.620,16,57,73,14,9,5,14,33,148,0,
2016-17,25,CLE,NBA,PF,25,0,427,54,107,.505,21,52,.404,33,55,.600,.603,27,39,.692,3,54,57,14,5,2,14,27,156,0,
2017-18,26,LAL,NBA,PF,2,0,9,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,1,1,0,0,0,0,0,2,0,
2018-19,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league,Did not play - other pro league
7 Yrs,7 Yrs,7 Yrs,7 Yrs,,428,112,8864,1329,3064,.434,251,838,.300,1078,2226,.484,.475,900,1267,.710,351,1342,1693,293,199,108,399,532,3809,0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82,21,1698,255,587,.434,48,161,.300,207,426,.484,.475,172,243,.710,67,257,324,56,38,21,76,102,730,0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),MIN (3 Yrs),,155,71,3496,562,1338,.420,104,349,.298,458,989,.463,.459,342,483,.708,176,591,767,85,78,72,184,231,1570,0,
SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),SAC (2 Yrs),,141,21,3120,404,913,.442,73,240,.304,331,673,.492,.482,306,439,.697,109,390,499,105,78,20,126,172,1187,0,
NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),NYK (1 Yr),,80,9,1435,254,565,.450,44,150,.293,210,415,.506,.488,194,256,.758,47,249,296,75,29,9,61,69,746,0,
CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,25,0,427,54,107,.505,21,52,.404,33,55,.600,.603,27,39,.692,3,54,57,14,5,2,14,27,156,0,
MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),MIA (1 Yr),,25,11,377,54,137,.394,9,45,.200,45,92,.489,.427,31,50,.620,16,57,73,14,9,5,14,33,148,0,
LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),LAL (1 Yr),,2,0,9,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,1,1,0,0,0,0,0,2,0,
