"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Unnamed: 8_level_0', 'FG%')","('Unnamed: 9_level_0', 'Dist.')","('% of FGA by Distance', '2P')","('% of FGA by Distance', '0-3')","('% of FGA by Distance', '3-10')","('% of FGA by Distance', '10-16')","('% of FGA by Distance', '16-3P')","('% of FGA by Distance', '3P')","('FG% by Distance', '2P')","('FG% by Distance', '0-3')","('FG% by Distance', '3-10')","('FG% by Distance', '10-16')","('FG% by Distance', '16-3P')","('FG% by Distance', '3P')","(""% of FG Ast'd"", '2P')","(""% of FG Ast'd"", '3P')","('Dunks', '%FGA')","('Dunks', '#')","('Unnamed: 26_level_0', '%3PA')","('1/2 Court', 'Att.')","('1/2 Court', 'Md.')","('Unnamed: 29_level_0', 'Awards')"
2009-10,20,UTA,NBA,C,9.0,0.0,31.0,0.4,7.5,1.0,0.3,0.5,0.0,0.2,0.0,0.4,0.333,0.4,,0.5,,0.25,,0.0,0.0,,0.0,0.0,
2010-11,21,DEN,NBA,C,1.0,0.0,2.0,1.0,4.2,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,1.0,,,,0.0,,0.0,0.0,,0.0,0.0,
2011-12,22,DEN,NBA,C,3.0,2.0,26.0,0.333,7.0,1.0,0.333,0.333,0.333,0.0,0.0,0.333,1.0,0.0,0.0,,,0.0,,0.0,0.0,,0.0,0.0,
2012-13,23,DEN,NBA,C,6.0,2.0,100.0,0.368,5.3,0.947,0.368,0.526,0.053,0.0,0.053,0.333,0.714,0.1,0.0,,1.0,0.833,0.0,0.158,2.0,0.0,0.0,0.0,
2013-14,24,MEM,NBA,C,7.0,0.0,45.0,0.438,4.0,1.0,0.5,0.438,0.0,0.063,0.0,0.438,0.375,0.571,,0.0,,0.857,,0.0,0.0,,0.0,0.0,
2014-15,25,MEM,NBA,C,11.0,0.0,127.0,0.548,5.0,1.0,0.355,0.581,0.065,0.0,0.0,0.548,0.727,0.444,0.5,,,0.529,,0.097,3.0,,0.0,0.0,
6 Yrs,6 Yrs,6 Yrs,6 Yrs,,37.0,4.0,331.0,0.463,5.5,0.988,0.375,0.525,0.05,0.038,0.013,0.456,0.6,0.381,0.25,0.333,1.0,0.583,0.0,0.075,5.0,0.0,0.0,0.0,
82 Game Avg,82 Game Avg,82 Game Avg,82 Game Avg,,82.0,9.0,734.0,0.463,5.5,0.988,0.375,0.525,0.05,0.038,0.013,0.456,0.6,0.381,0.25,0.333,1.0,0.583,0.0,0.075,11.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,10.0,4.0,128.0,0.391,5.5,0.957,0.348,0.522,0.087,0.0,0.043,0.364,0.75,0.167,0.0,,1.0,0.625,0.0,0.13,2.0,0.0,0.0,0.0,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,18.0,0.0,172.0,0.511,4.5,1.0,0.404,0.532,0.043,0.021,0.0,0.511,0.579,0.48,0.5,0.0,,0.625,,0.064,3.0,,0.0,0.0,
UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),UTA (1 Yr),,9.0,0.0,31.0,0.4,7.5,1.0,0.3,0.5,0.0,0.2,0.0,0.4,0.333,0.4,,0.5,,0.25,,0.0,0.0,,0.0,0.0,
