"('Unnamed: 0_level_0', 'Season')","('Unnamed: 1_level_0', 'Age')","('Unnamed: 2_level_0', 'Team')","('Unnamed: 3_level_0', 'Lg')","('Unnamed: 4_level_0', 'Pos')","('Unnamed: 5_level_0', 'G')","('Unnamed: 6_level_0', 'GS')","('Unnamed: 7_level_0', 'MP')","('Shooting %', 'FG%')","('Shooting %', '2P%')","('Shooting %', '3P%')","('Shooting %', 'eFG%')","('Shooting %', 'FT%')","('Shooting %', 'TS%')","('Shooting %', 'FTr')","('Shooting %', '3PAr')","('League-Adjusted', 'FG+')","('League-Adjusted', '2P+')","('League-Adjusted', '3P+')","('League-Adjusted', 'eFG+')","('League-Adjusted', 'FT+')","('League-Adjusted', 'TS+')","('League-Adjusted', 'FTr+')","('League-Adjusted', '3PAr+')","('Added', 'FG Add')","('Added', 'TS Add')","('Unnamed: 26_level_0', 'Awards')"
2008-09,19,UTA,NBA,C,48.0,7.0,565.0,0.508,0.508,,0.508,0.706,0.54,0.276,0.0,111.0,105.0,,102.0,92.0,99.0,90.0,0.0,3.1,-1.9,
2009-10,20,UTA,NBA,C,36.0,0.0,172.0,0.468,0.468,,0.468,0.6,0.494,0.319,0.0,101.0,95.0,,93.0,79.0,91.0,106.0,0.0,-3.1,-5.2,
2010-11,21,2TM,NBA,C,50.0,2.0,434.0,0.453,0.459,0.0,0.453,0.558,0.474,0.287,0.013,99.0,94.0,0.0,91.0,73.0,87.0,96.0,6.0,-13.5,-22.9,
2010-11,21,MIN,NBA,C,39.0,1.0,336.0,0.435,0.443,0.0,0.435,0.5,0.447,0.222,0.019,95.0,91.0,0.0,87.0,65.0,83.0,74.0,8.0,-13.6,-22.4,
2010-11,21,DEN,NBA,C,11.0,1.0,98.0,0.5,0.5,,0.5,0.632,0.536,0.452,0.0,109.0,103.0,,100.0,83.0,99.0,151.0,0.0,0.1,-0.5,
2011-12,22,DEN,NBA,C,48.0,24.0,792.0,0.599,0.599,,0.599,0.6,0.608,0.286,0.0,134.0,126.0,,123.0,80.0,115.0,104.0,0.0,42.9,35.1,
2012-13,23,DEN,NBA,C,81.0,81.0,1817.0,0.581,0.582,0.0,0.581,0.558,0.585,0.205,0.002,128.0,120.0,0.0,117.0,74.0,109.0,76.0,1.0,85.6,55.9,
2013-14,24,MEM,NBA,C,80.0,22.0,1349.0,0.495,0.495,,0.495,0.645,0.514,0.203,0.0,109.0,101.0,,99.0,85.0,95.0,71.0,0.0,-6.0,-26.8,
2014-15,25,MEM,NBA,C,81.0,3.0,1348.0,0.508,0.508,,0.508,0.647,0.53,0.237,0.0,113.0,105.0,,103.0,86.0,99.0,87.0,0.0,9.0,-3.4,
2015-16,26,SAC,NBA,C,78.0,14.0,1482.0,0.532,0.532,,0.532,0.548,0.54,0.234,0.0,118.0,108.0,,106.0,72.0,100.0,85.0,0.0,25.8,-1.1,
2016-17,27,SAC,NBA,C,71.0,62.0,1419.0,0.551,0.552,0.0,0.551,0.613,0.56,0.158,0.003,121.0,110.0,0.0,107.0,79.0,101.0,58.0,1.0,29.3,6.8,
2017-18,28,SAC,NBA,C,71.0,12.0,1391.0,0.571,0.571,,0.571,0.446,0.566,0.19,0.0,124.0,112.0,,109.0,58.0,102.0,76.0,0.0,38.5,8.1,
2018-19,29,SAC,NBA,C,42.0,1.0,502.0,0.477,0.477,,0.477,0.417,0.477,0.157,0.0,104.0,92.0,,91.0,54.0,85.0,61.0,0.0,-14.4,-27.1,
11 Yrs,11 Yrs,11 Yrs,11 Yrs,,686.0,228.0,11271.0,0.534,0.535,0.0,0.534,0.582,0.545,0.217,0.001,117.0,109.0,0.0,106.0,77.0,101.0,79.0,0.0,197.2,17.5,
,,,,,,,,,,,,,,,,,,,,,,,,,,
SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),SAC (4 Yrs),,262.0,89.0,4794.0,0.542,0.542,0.0,0.542,0.523,0.546,0.192,0.001,118.0,108.0,0.0,106.0,68.0,99.0,72.0,0.0,79.2,-13.3,
DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),DEN (3 Yrs),,140.0,106.0,2707.0,0.581,0.582,0.0,0.581,0.579,0.588,0.24,0.001,128.0,121.0,0.0,118.0,77.0,110.0,87.0,1.0,128.6,90.5,
MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),MEM (2 Yrs),,161.0,25.0,2697.0,0.501,0.501,,0.501,0.646,0.521,0.218,0.0,111.0,103.0,,100.0,86.0,97.0,78.0,0.0,3.0,-30.2,
UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),UTA (2 Yrs),,84.0,7.0,737.0,0.5,0.5,,0.5,0.682,0.531,0.284,0.0,109.0,103.0,,100.0,89.0,98.0,93.0,0.0,0.0,-7.1,
MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),MIN (1 Yr),,39.0,1.0,336.0,0.435,0.443,0.0,0.435,0.5,0.447,0.222,0.019,95.0,91.0,0.0,87.0,65.0,83.0,74.0,8.0,-13.6,-22.4,
