Highlight,Unnamed: 1,In Stathead
"Career high, Points",55.0,View full stats from top 20 games
"Career high, Rebounds",12.0,View full stats from top 20 games
"Career high, Assists",17.0,View full stats from top 20 games
"Career high, Steals",6.0,View full stats from top 20 games
"Career high, Blocks",2.0,View full stats from top 20 games
"Career high, Game Score",43.3,View full stats from top 20 games
Triple-Doubles,1.0,View all
